data-start,data-end,data-deviceid,data-username,data-welcome,data-organization_name,data-project_name,data-data_consent,data-consent_given-access_consent,data-consent_given-field_fallow,data-consent_given-field_planted-post_harvest_record,data-consent_given-field_planted-post_harvest_tip,data-consent_given-field_planted-primary_crop_type,data-consent_given-field_planted-multiple_crops,data-consent_given-field_planted-multiple_crops_percentage,data-consent_given-field_planted-primary_crop,data-consent_given-field_planted-primary_crop_other,data-consent_given-field_planted-primary_coffee_variety_other,data-consent_given-field_planted-secondary_crop,data-consent_given-field_planted-secondary_crop_other,Cleaned_Coordinates,data-consent_given-field_planted-crop_development,data-consent_given-field_planted-primary_coffee_variety,data-consent_given-field_planted-trees_count,data-consent_given-field_planted-trees_planting_date,data-consent_given-field_planted-yield_reporting,data-consent_given-field_planted-yield_reporting_guide,data-consent_given-field_planted-repeat_tip,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,data-consent_given-field_planted-planting_date_type,data-consent_given-field_planted-planting_date_exact,data-consent_given-field_planted-planting_date_estimate,data-consent_given-field_planted-planting_date,data-consent_given-field_planted-harvesting_date_type,data-consent_given-field_planted-harvesting_date_exact,data-consent_given-field_planted-harvesting_date_estimate,data-consent_given-field_planted-harvesting_date,data-consent_given-water_source,data-consent_given-field_center,data-consent_given-field_center-altitude,data-consent_given-field_center-accuracy,data-consent_given-field_outside_corner,data-consent_given-field_outside_corner-altitude,data-consent_given-field_outside_corner-accuracy,data-consent_given-field_boundary,data-consent_given-field_area_grp-field_area,data-consent_given-field_area_grp-field_area_unit,data-consent_given-field_photo_ask,data-consent_given-field_photo_rpt,data-goodbye,data-meta-instanceID,KEY
17/4/2022 11:18,17/4/2022 11:26,collect:ZXzG4Q8s7Z9iIZTq,Ministry 2, ,RCMRD,Zambia Crop type mapping,institutional,no,no,no, ,annual,no, ,maize, , , , ,"-14.530986,28.40689",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.5310541,28.4067581",1216.064,2.59, ,1,acre,yes,data-consent_given-field_photo_rpt, ,uuid:e1807355-ecdf-41aa-a706-3f904288ba52,uuid:e1807355-ecdf-41aa-a706-3f904288ba52
17/4/2022 11:26,17/4/2022 12:20,collect:ZXzG4Q8s7Z9iIZTq,Ministry 2, ,RCMRD,Zambia Crop type mapping,institutional,no,no,no, ,annual,no, ,other_annual,Sweet potatoes, , , ,"-14.543171,28.386486", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.5431282,28.3863368",1216.484,1.027, ,1,acre,yes,data-consent_given-field_photo_rpt, ,uuid:07ac364a-0010-4924-b31f-676a93852721,uuid:07ac364a-0010-4924-b31f-676a93852721
17/4/2022 12:20,18/4/2022 12:19,collect:ZXzG4Q8s7Z9iIZTq,Ministry 2, ,RCMRD,Zambia Crop type mapping,institutional,no,no,no, ,annual,no, ,soybean, , , , ,"-14.561609,28.501377", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.5616964,28.5018838",1170.982,1.127, ,0.8,acre,yes,data-consent_given-field_photo_rpt, ,uuid:6190d6f4-48c5-4ca1-9c23-7f20b4f6ba82,uuid:6190d6f4-48c5-4ca1-9c23-7f20b4f6ba82
18/4/2022 12:19,18/4/2022 15:08,collect:ZXzG4Q8s7Z9iIZTq,Ministry 2, ,RCMRD,Zambia Crop type mapping,institutional,no,no,no, ,annual,no, ,other_annual,Sunflower, , , ,"-14.60436,28.533638", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.6039395,28.5341434",1154.731,1.191, ,0.4,acre,yes,data-consent_given-field_photo_rpt, ,uuid:190e62f8-de31-45a9-bb2c-df36c5faa0fa,uuid:190e62f8-de31-45a9-bb2c-df36c5faa0fa
18/4/2022 15:09,19/4/2022 11:15,collect:ZXzG4Q8s7Z9iIZTq,Ministry 2, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,other_annual,Vegetables, , , ,"-14.685237,28.539225", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.6846592,28.5389376",1157.687,4.358, ,3000,square_meter,yes,data-consent_given-field_photo_rpt, ,uuid:73c3fb2f-8f40-4d9f-bf74-8a953f9f1dbd,uuid:73c3fb2f-8f40-4d9f-bf74-8a953f9f1dbd
19/4/2022 11:15,19/4/2022 14:20,collect:ZXzG4Q8s7Z9iIZTq,Ministry 2, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,tree, , ,other_tree,Macadamia nut, , , ,"-14.983836,28.263315", , ,500,1/1/1998,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt, , , , ,month_year, ,1/7/2022,2022-07-01T00:00:00.000+02:00,supplementary, , , ,"-14.9839817,28.2636368",1177.800049,2.556, ,1.5,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:de5c3b61-49a9-49fb-8926-90314880aa7c,uuid:de5c3b61-49a9-49fb-8926-90314880aa7c
19/4/2022 14:20,19/4/2022 14:48,collect:ZXzG4Q8s7Z9iIZTq,Ministry 2, ,RCMRD,Zambia Crop type mapping,institutional,no,no,no, ,annual,no, ,other_annual,Sweet potatoes, , , ,"-14.908802,28.353177", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.9087556,28.353056",1164.659,1.414, ,1,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:d1041d49-e900-40eb-bbfb-d7447d1d0c05,uuid:d1041d49-e900-40eb-bbfb-d7447d1d0c05
12/4/2022 16:32,12/4/2022 16:35,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,other_annual,Sunflower, , , ,"-15.494769,26.103682", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed, , , ,"-15.4947712,26.1032127",1228.696,2.273, ,1,acre,yes,data-consent_given-field_photo_rpt, ,uuid:981b5dea-7594-4047-bfb4-34595a9ff476,uuid:981b5dea-7594-4047-bfb4-34595a9ff476
13/4/2022 10:27,13/4/2022 10:29,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-15.928315,26.025455",grain, , , ,yes, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,month_year, ,1/5/2022,2022-05-01T00:00:00.000+02:00,rainfed, , , ,"-15.9283449,26.0259495",985.764,4.752, ,10,acre,yes,data-consent_given-field_photo_rpt, ,uuid:4ad67fb1-b5d2-47d5-8851-eb20c68d0ce6,uuid:4ad67fb1-b5d2-47d5-8851-eb20c68d0ce6
13/4/2022 10:38,13/4/2022 10:41,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,yes,75_100,maize, , ,other_annual,Pumpkin,"-15.913192,26.040102",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed, , , ,"-15.9131228,26.0400242",1010.928,4.959, ,1,acre,yes,data-consent_given-field_photo_rpt, ,uuid:8b8d7191-8b17-40c0-8370-5e0da75e2bc6,uuid:8b8d7191-8b17-40c0-8370-5e0da75e2bc6
13/4/2022 10:54,13/4/2022 14:10,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-15.9069,26.101768",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed, , , ,"-15.9066722,26.1018063",963.818,0.972, ,1,acre,yes,data-consent_given-field_photo_rpt, ,uuid:164cea99-052e-4aa0-a160-0fe372405e2b,uuid:164cea99-052e-4aa0-a160-0fe372405e2b
13/4/2022 11:32,13/4/2022 11:33,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,other_annual,Sunflower, , , ,"-15.932451,26.074434", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed, , , ,"-15.9323546,26.074179",994.937,1.347, ,0.5,acre,yes,data-consent_given-field_photo_rpt, ,uuid:98367efc-0035-4325-bc32-e626dea2e7a3,uuid:98367efc-0035-4325-bc32-e626dea2e7a3
13/4/2022 13:34,13/4/2022 13:36,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-15.927437,26.116816",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed, , , ,"-15.9274008,26.1170945",1038.201,2.256, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:b96a406a-d3af-47db-afe4-5bd2828d1773,uuid:b96a406a-d3af-47db-afe4-5bd2828d1773
13/4/2022 13:59,13/4/2022 14:01,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,other_annual,Sunflower, , , ,"-15.999455,26.110503", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.9994052,26.1103823",998.96,1.997, ,2,acre,yes,data-consent_given-field_photo_rpt, ,uuid:70723248-6608-408e-93be-64fcc73d03b1,uuid:70723248-6608-408e-93be-64fcc73d03b1
13/4/2022 14:07,13/4/2022 14:09,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,yes,75_100,maize, , ,soybean, ,"-16.024015,26.111977",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed, , , ,"-16.0239442,26.1115652",1024.203,1.675, ,1,acre,yes,data-consent_given-field_photo_rpt, ,uuid:192aedf2-d65b-4fea-aaa6-8f281e000a0c,uuid:192aedf2-d65b-4fea-aaa6-8f281e000a0c
13/4/2022 14:20,13/4/2022 14:23,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-16.062517,26.103944",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,month_year, ,1/12/2021,2021-12-01T00:00:00.000+02:00,rainfed, , , ,"-16.0623562,26.1039383",983.981,1.524, ,5,acre,yes,data-consent_given-field_photo_rpt, ,uuid:c3de4e16-3366-4281-aad8-4cb06adbfcf3,uuid:c3de4e16-3366-4281-aad8-4cb06adbfcf3
13/4/2022 14:58,13/4/2022 15:00,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,other_annual,Sunflower, , , ,"-16.163463,26.048029", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed, , , ,"-16.1639761,26.0471747",995.537,4.45, ,2,acre,yes,data-consent_given-field_photo_rpt, ,uuid:cd91a31a-7438-4e82-ac98-ea2311960aba,uuid:cd91a31a-7438-4e82-ac98-ea2311960aba
13/4/2022 15:11,13/4/2022 15:14,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-16.204785,26.102666",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/11/2021,2021-11-01T00:00:00.000+02:00,month_year, ,1/5/2022,2022-05-01T00:00:00.000+02:00,rainfed, , , ,"-16.2046796,26.1024832",998.895,1.07, ,5,acre,yes,data-consent_given-field_photo_rpt, ,uuid:afa6f0e3-fe09-4793-a5cb-95813a15d11c,uuid:afa6f0e3-fe09-4793-a5cb-95813a15d11c
13/4/2022 15:24,13/4/2022 15:26,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,other_annual,Sunflower, , , ,"-16.205696,26.128329", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,month_year, ,1/7/2022,2022-07-01T00:00:00.000+02:00,rainfed, , , ,"-16.2059009,26.1280028",1022.548,1.04, ,8,acre,yes,data-consent_given-field_photo_rpt, ,uuid:5839ff46-6b73-4928-b0cc-e28c357dcf83,uuid:5839ff46-6b73-4928-b0cc-e28c357dcf83
13/4/2022 15:50,13/4/2022 15:51,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-16.2305504,26.2256029",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/12/2021,2021-12-01T00:00:00.000+02:00,month_year, ,1/5/2022,2022-05-01T00:00:00.000+02:00,rainfed, , , ,"-16.2305504,26.2256029",1060.365,3.545, ,5,acre,yes,data-consent_given-field_photo_rpt, ,uuid:751e5f0c-00eb-459c-88f8-c22a774c7076,uuid:751e5f0c-00eb-459c-88f8-c22a774c7076
13/4/2022 16:51,13/4/2022 16:52,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-16.07624,26.01344",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,month_year, ,1/5/2022,2022-05-01T00:00:00.000+02:00,rainfed, , , ,"-16.0761621,26.0135203",1031.943,1.381, ,15,acre,yes,data-consent_given-field_photo_rpt, ,uuid:6972c6d2-b823-49ed-88bf-3fc7f7af79e1,uuid:6972c6d2-b823-49ed-88bf-3fc7f7af79e1
13/4/2022 16:53,13/4/2022 16:56,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-16.076362,26.01394",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/11/2021,2021-11-01T00:00:00.000+02:00,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed, , , ,"-16.0763889,26.0138408",1042.716,1.248, ,6,acre,yes,data-consent_given-field_photo_rpt, ,uuid:715b8c85-5a1f-457f-9e61-3730d4eef35c,uuid:715b8c85-5a1f-457f-9e61-3730d4eef35c
14/4/2022 9:25,14/4/2022 9:27,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-15.666736,26.029017",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.6666038,26.0286895",1052.452,2.264, ,2,acre,yes,data-consent_given-field_photo_rpt, ,uuid:4b6f2d16-7e64-4f80-bde8-4e8edb880ad0,uuid:4b6f2d16-7e64-4f80-bde8-4e8edb880ad0
14/4/2022 9:47,14/4/2022 9:48,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,soybean, , , , ,"-15.647319,26.040545", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.6473568,26.0403664",1047.477,1.469, ,2,acre,yes,data-consent_given-field_photo_rpt, ,uuid:0d04c627-e372-4883-9231-f52c4f7285ea,uuid:0d04c627-e372-4883-9231-f52c4f7285ea
14/4/2022 9:54,14/4/2022 9:56,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,other_annual,Sunflower, , , ,"-15.637714,26.039202", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.6377271,26.0394226",1026.969,2.228, ,1,acre,yes,data-consent_given-field_photo_rpt, ,uuid:15e9606a-d6db-44b9-b08c-02edd2d661cc,uuid:15e9606a-d6db-44b9-b08c-02edd2d661cc
14/4/2022 10:39,14/4/2022 10:41,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,other_annual,Sunflower, , , ,"-15.644765,26.110856", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.6448793,26.1108381",1046.465,1.563, ,1,acre,yes,data-consent_given-field_photo_rpt, ,uuid:bc2550de-1458-495d-afd1-e6bd5c1b375e,uuid:bc2550de-1458-495d-afd1-e6bd5c1b375e
14/4/2022 10:58,14/4/2022 10:59,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-15.65416,26.144979",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.6538045,26.1451888",1024.505,2.424, ,15,acre,yes,data-consent_given-field_photo_rpt, ,uuid:75818ddc-9c84-4229-b635-79ee7ce578f0,uuid:75818ddc-9c84-4229-b635-79ee7ce578f0
14/4/2022 11:25,14/4/2022 11:27,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-15.724341,26.173209",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.7241292,26.1734648",981.666,0.908, ,12,acre,yes,data-consent_given-field_photo_rpt, ,uuid:1fd0445d-d9bc-422a-9c58-d648838e919e,uuid:1fd0445d-d9bc-422a-9c58-d648838e919e
14/4/2022 11:40,14/4/2022 11:42,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,other_annual,Sunflower, , , ,"-15.732336,26.218826", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.7322434,26.2192962",1015.066,0.867, ,30,acre,yes,data-consent_given-field_photo_rpt, ,uuid:33c16c95-e468-42fa-b8c4-f00e1be89e6f,uuid:33c16c95-e468-42fa-b8c4-f00e1be89e6f
14/4/2022 11:44,14/4/2022 11:45,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-15.732903,26.219893",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/12/2021,2021-12-01T00:00:00.000+02:00,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed, , , ,"-15.7329602,26.2195779",1000.539,0.841, ,25,acre,yes,data-consent_given-field_photo_rpt, ,uuid:f63b6f7c-b79b-43da-a106-f108914fea04,uuid:f63b6f7c-b79b-43da-a106-f108914fea04
14/4/2022 11:51,14/4/2022 11:53,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-15.73393,26.237535",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.7336163,26.2373929",1009.276,1.222, ,12,acre,yes,data-consent_given-field_photo_rpt, ,uuid:408d62bb-4b68-4ea7-8ca8-82e262939ee6,uuid:408d62bb-4b68-4ea7-8ca8-82e262939ee6
14/4/2022 12:03,14/4/2022 12:04,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-15.704841,26.310064",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.7046161,26.3104076",1035.845,2.039, ,20,acre,yes,data-consent_given-field_photo_rpt, ,uuid:66d5aa30-fcff-4713-8b4c-62f5c71aa036,uuid:66d5aa30-fcff-4713-8b4c-62f5c71aa036
14/4/2022 12:40,14/4/2022 12:42,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-15.654277,26.451269",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.6540721,26.4513854",994.4,1.657, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:62155385-6642-47d0-98a8-a34aa3c08de1,uuid:62155385-6642-47d0-98a8-a34aa3c08de1
14/4/2022 13:06,14/4/2022 13:08,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-15.689952,26.383188",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.6903106,26.3832776",1006.42,1.764, ,23,acre,yes,data-consent_given-field_photo_rpt, ,uuid:f5a940c7-0bd0-4cbd-a865-1c72cc00b9b1,uuid:f5a940c7-0bd0-4cbd-a865-1c72cc00b9b1
14/4/2022 14:51,14/4/2022 14:52,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,other_annual,Sweet potato, , , ,"-15.69753,26.057334", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.6973658,26.0573286",1121.148,1.23, ,0.8,acre,yes,data-consent_given-field_photo_rpt, ,uuid:d42b2e5d-9738-41d0-a1ad-e68e060ae5e0,uuid:d42b2e5d-9738-41d0-a1ad-e68e060ae5e0
14/4/2022 15:06,14/4/2022 15:09,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,other_annual,Sunflower, , , ,"-15.672503,26.082918", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.6723559,26.0817959",1078.625,1.431, ,6,acre,yes,data-consent_given-field_photo_rpt, ,uuid:e554376d-0594-4a8f-8104-49818691c26f,uuid:e554376d-0594-4a8f-8104-49818691c26f
14/4/2022 15:18,14/4/2022 15:20,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-15.593648,26.074531",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.5939567,26.0743886",1080.521,1.219, ,6,acre,yes,data-consent_given-field_photo_rpt, ,uuid:a3767d5e-d3c3-47ce-8b68-b1b017bd1910,uuid:a3767d5e-d3c3-47ce-8b68-b1b017bd1910
14/4/2022 15:29,14/4/2022 15:34,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-15.582018,26.055396",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed, , , ,"-15.5818946,26.0555254",1057.244,1.458, ,1,acre,yes,data-consent_given-field_photo_rpt, ,uuid:eaf17f2c-c27d-42f0-9d5d-456ffdefc10f,uuid:eaf17f2c-c27d-42f0-9d5d-456ffdefc10f
14/4/2022 15:54,14/4/2022 15:56,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,yes,50_75,other_annual,Sunflower, ,soybean, ,"-15.524464,26.097665", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.5239885,26.0977248",1186.217,0.927, ,2,acre,yes,data-consent_given-field_photo_rpt, ,uuid:9b44336d-f244-484e-b0b8-77068f817e98,uuid:9b44336d-f244-484e-b0b8-77068f817e98
14/4/2022 15:56,14/4/2022 15:58,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-15.523032,26.097305",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,month_year, ,1/12/2021,2021-12-01T00:00:00.000+02:00,rainfed, , , ,"-15.5235189,26.0971898",1177.253,1.322, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:483ab7ef-d0f1-457e-b090-1fca3576e5c4,uuid:483ab7ef-d0f1-457e-b090-1fca3576e5c4
14/4/2022 16:13,14/4/2022 16:15,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-15.488875,26.103001",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.4890016,26.1037026",1234.891,1.827, ,4,acre,yes,data-consent_given-field_photo_rpt, ,uuid:2027ac7a-6ef4-4841-9e5c-b2f9cf4b10fa,uuid:2027ac7a-6ef4-4841-9e5c-b2f9cf4b10fa
14/4/2022 16:24,14/4/2022 16:26,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-15.455114,26.143283",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,month_year, ,1/5/2022,2022-05-01T00:00:00.000+02:00,rainfed, , , ,"-15.4549859,26.1428653",1299.833,3.493, ,9,acre,yes,data-consent_given-field_photo_rpt, ,uuid:5882e5a5-371e-45ff-a067-528b17292b31,uuid:5882e5a5-371e-45ff-a067-528b17292b31
