data-start,data-end,data-deviceid,data-username,data-welcome,data-organization_name,data-project_name,data-data_consent,data-consent_given-access_consent,data-consent_given-field_fallow,data-consent_given-field_planted-post_harvest_record,data-consent_given-field_planted-post_harvest_tip,data-consent_given-field_planted-primary_crop_type,data-consent_given-field_planted-multiple_crops,data-consent_given-field_planted-multiple_crops_percentage,data-consent_given-field_planted-primary_crop,data-consent_given-field_planted-primary_crop_other,data-consent_given-field_planted-primary_coffee_variety_other,data-consent_given-field_planted-secondary_crop,data-consent_given-field_planted-secondary_crop_other,Cleaned_Coordinates,data-consent_given-field_planted-crop_development,data-consent_given-field_planted-primary_coffee_variety,data-consent_given-field_planted-trees_count,data-consent_given-field_planted-trees_planting_date,data-consent_given-field_planted-yield_reporting,data-consent_given-field_planted-yield_reporting_guide,data-consent_given-field_planted-repeat_tip,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,data-consent_given-field_planted-planting_date_type,data-consent_given-field_planted-planting_date_exact,data-consent_given-field_planted-planting_date_estimate,data-consent_given-field_planted-planting_date,data-consent_given-field_planted-harvesting_date_type,data-consent_given-field_planted-harvesting_date_exact,data-consent_given-field_planted-harvesting_date_estimate,data-consent_given-field_planted-harvesting_date,data-consent_given-water_source,data-consent_given-field_center,data-consent_given-field_center-altitude,data-consent_given-field_center-accuracy,data-consent_given-field_outside_corner,data-consent_given-field_outside_corner-altitude,data-consent_given-field_outside_corner-accuracy,data-consent_given-field_boundary,data-consent_given-field_area_grp-field_area,data-consent_given-field_area_grp-field_area_unit,data-consent_given-field_photo_ask,data-consent_given-field_photo_rpt,data-goodbye,data-meta-instanceID,KEY
16/4/2022 10:46,16/4/2022 10:48,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,farmer,no,no,no, ,annual,yes,100,maize, , ,other_annual,Sweet potato,"-14.485977,28.466804",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4858867,28.4669047",1157.219,2.229, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:dd11bb6a-b651-4cf4-98f5-ccad6989c0aa,uuid:dd11bb6a-b651-4cf4-98f5-ccad6989c0aa
16/4/2022 10:50,16/4/2022 10:54,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,farmer,no,no,no, ,perennial,no, ,cassava, , , , ,"-14.4879275,28.4684716", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4879275,28.4684716",1274.82,2.981, ,2,acre,yes,data-consent_given-field_photo_rpt, ,uuid:d0be9929-b61e-4f17-960c-29263c952125,uuid:d0be9929-b61e-4f17-960c-29263c952125
16/4/2022 10:54,16/4/2022 10:56,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,farmer,no,no,no, ,annual,yes,100,sorghum, , ,maize, ,"-14.4892008,28.4687914",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4892008,28.4687914",1106.61,3.732, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:1b2b60b2-824f-4b4c-91cd-f8fcd8c7e4c7,uuid:1b2b60b2-824f-4b4c-91cd-f8fcd8c7e4c7
16/4/2022 10:57,16/4/2022 10:59,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-14.490698,28.469813",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4905572,28.4699256",1178.423,1.768, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:d4066475-4a54-4424-9657-54ef70190242,uuid:d4066475-4a54-4424-9657-54ef70190242
16/4/2022 11:01,16/4/2022 11:05,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-14.491246,28.470696",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4912844,28.4705731",1181.935,4.995, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:fc439de0-d4b6-48b7-83e0-918d998c88ec,uuid:fc439de0-d4b6-48b7-83e0-918d998c88ec
16/4/2022 11:06,16/4/2022 11:08,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-14.49291,28.472049",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.493046,28.4718411",1217.935,1.071, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:9b550a9f-a8c6-485a-a6a7-98f5a463433d,uuid:9b550a9f-a8c6-485a-a6a7-98f5a463433d
16/4/2022 11:10,16/4/2022 11:11,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-14.494078,28.472421",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4939492,28.4724481",1171.747,1.269, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:b75da621-e886-4a48-a9c6-3c12470d08ff,uuid:b75da621-e886-4a48-a9c6-3c12470d08ff
16/4/2022 11:12,16/4/2022 11:15,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,farmer,no,no,no, ,annual,no, ,beans, , , , ,"-14.4940149,28.4723142", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4940149,28.4723142",1139.414,1.808, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:2b406a29-5093-41e5-9a4d-b0a2805b60fe,uuid:2b406a29-5093-41e5-9a4d-b0a2805b60fe
16/4/2022 11:17,16/4/2022 11:24,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,farmer,no,no,no, ,annual,yes,100,other_annual,Sweet potato, ,beans, ,"-14.496016,28.4743", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/1/2022,2022-01-01T00:00:00.000+02:00,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed, , , ,"-14.4961397,28.4742971",1191.199,4.577, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:6162e9e7-4dbb-4333-999c-6f69f8e0897e,uuid:6162e9e7-4dbb-4333-999c-6f69f8e0897e
16/4/2022 11:30,16/4/2022 11:31,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-14.497987,28.475836",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4979957,28.4756921",1147.028,1.287, ,5,acre,yes,data-consent_given-field_photo_rpt, ,uuid:49c3cfc5-519a-421c-adfb-8a1a5fe6a39e,uuid:49c3cfc5-519a-421c-adfb-8a1a5fe6a39e
16/4/2022 11:32,16/4/2022 11:34,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-14.498064,28.475454",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.498095,28.4756126",1152.654,0.849, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:92ced767-fb6c-47d6-ab48-3521ab895456,uuid:92ced767-fb6c-47d6-ab48-3521ab895456
16/4/2022 11:38,16/4/2022 11:40,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-14.5013223,28.478539",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.5013223,28.478539",1170.148,3.279, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:8dc53fbb-9900-4717-a40a-6d04746d796b,uuid:8dc53fbb-9900-4717-a40a-6d04746d796b
16/4/2022 11:41,16/4/2022 11:43,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,maize, , , , ,"-14.5013418,28.4785692",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.5013418,28.4785692",1169.395,1.1, ,5,acre,yes,data-consent_given-field_photo_rpt, ,uuid:58b2b6af-eaeb-40d3-a0e5-b167b9d0f97d,uuid:58b2b6af-eaeb-40d3-a0e5-b167b9d0f97d
16/4/2022 11:45,16/4/2022 11:46,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,maize, , , , ,"-14.5064,28.481853",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.5061974,28.4822186",1160.606,1.019, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:40512fee-9855-4b21-9adf-7a98d48523a4,uuid:40512fee-9855-4b21-9adf-7a98d48523a4
16/4/2022 11:48,16/4/2022 11:51,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,other_annual,Ripe vegetables, , , ,"-14.508719,28.483452", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.5086114,28.4832639",1154.803,1.022, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:fa29ccfc-d7b3-4ed1-a06f-af46f5292c0a,uuid:fa29ccfc-d7b3-4ed1-a06f-af46f5292c0a
16/4/2022 12:07,16/4/2022 12:12,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,maize, , , , ,"-14.436841,28.439512",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4368387,28.43921",1207.635,1.127, ,5,acre,yes,data-consent_given-field_photo_rpt, ,uuid:e7675953-8a8a-48d9-b626-6058c16f11cd,uuid:e7675953-8a8a-48d9-b626-6058c16f11cd
16/4/2022 12:14,16/4/2022 12:17,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,yes,25_50,maize, , ,other_annual,Sunflower,"-14.434165,28.439055",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4341332,28.438949",1212.646,4.325, ,5,acre,yes,data-consent_given-field_photo_rpt, ,uuid:7920836c-6c23-4398-b5ca-ef9ce4f2504e,uuid:7920836c-6c23-4398-b5ca-ef9ce4f2504e
16/4/2022 12:51,16/4/2022 12:55,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,maize, , , , ,"-14.446684,28.393968",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4464819,28.3938285",1188,1.315, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:7431dff9-eb5e-4460-b473-4224ed4eee89,uuid:7431dff9-eb5e-4460-b473-4224ed4eee89
16/4/2022 12:57,16/4/2022 13:01,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,maize, , , , ,"-14.445889,28.390969",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4460013,28.3909003",1184.069,4.999, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:0c979137-94bb-4ae0-9642-e2bac32f2ede,uuid:0c979137-94bb-4ae0-9642-e2bac32f2ede
16/4/2022 13:05,16/4/2022 13:08,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,maize, , , , ,"-14.44684,28.389695",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4466505,28.3897058",1187.32,4.964, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:d38a1a17-f66c-4e58-92ad-5f84f40bd396,uuid:d38a1a17-f66c-4e58-92ad-5f84f40bd396
16/4/2022 13:09,16/4/2022 13:12,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,maize, , , , ,"-14.447301,28.386638",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4470517,28.3866472",1188.493,3.078, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:664680b1-0e89-4ac9-8670-16829f375cb8,uuid:664680b1-0e89-4ac9-8670-16829f375cb8
16/4/2022 13:13,16/4/2022 13:15,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,maize, , , , ,"-14.447718,28.383679",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4476477,28.3836254",1225.082,2.624, ,5,acre,yes,data-consent_given-field_photo_rpt, ,uuid:73d40afb-827c-4ceb-92cc-28bcab8f2e22,uuid:73d40afb-827c-4ceb-92cc-28bcab8f2e22
16/4/2022 13:18,16/4/2022 13:23,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,maize, , , , ,"-14.447586,28.381343",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4474636,28.3815548",1178.552,1.402, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:e04db1f4-862a-4803-a5e0-09ce5cb8213c,uuid:e04db1f4-862a-4803-a5e0-09ce5cb8213c
16/4/2022 13:25,16/4/2022 13:27,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,yes,100,maize, , ,sorghum, ,"-14.445586,28.379835",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4456371,28.3796443",1187.941,2.184, ,10,acre,yes,data-consent_given-field_photo_rpt, ,uuid:a4dc8eda-fce9-4f9c-bb24-0b02b114b00e,uuid:a4dc8eda-fce9-4f9c-bb24-0b02b114b00e
16/4/2022 13:30,16/4/2022 13:32,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,soybean, , , , ,"-14.442768,28.367558", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4423964,28.3674878",1202.776,1.745, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:ba25c908-74cf-4acf-86d2-6c6a9ee5dcc4,uuid:ba25c908-74cf-4acf-86d2-6c6a9ee5dcc4
16/4/2022 13:33,16/4/2022 13:36,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,soybean, , , , ,"-14.442693,28.367165", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4424189,28.3671709",1168.395,2.108, ,2,acre,yes,data-consent_given-field_photo_rpt, ,uuid:78a75b7a-e403-48ae-8dd1-ffa5cd0355a3,uuid:78a75b7a-e403-48ae-8dd1-ffa5cd0355a3
16/4/2022 13:36,16/4/2022 13:37,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,maize, , , , ,"-14.443031,28.364812",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4427912,28.3648738",1178.133,1.593, ,2,acre,yes,data-consent_given-field_photo_rpt, ,uuid:c2a33ff3-e1a2-4984-9ff1-751077fa342b,uuid:c2a33ff3-e1a2-4984-9ff1-751077fa342b
16/4/2022 13:39,16/4/2022 13:42,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,maize, , , , ,"-14.443213,28.356044",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4434099,28.355974",1195.548,4.837, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:ba16f769-ff39-4072-bcf4-f9099637b208,uuid:ba16f769-ff39-4072-bcf4-f9099637b208
16/4/2022 13:42,16/4/2022 13:44,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,soybean, , , , ,"-14.443224,28.35585", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4433971,28.3559203",1200.561,4.945, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:212e45a1-253a-417d-a61d-7d9690fd79ea,uuid:212e45a1-253a-417d-a61d-7d9690fd79ea
16/4/2022 13:48,16/4/2022 13:53,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,beans, , , , ,"-14.444518,28.354178", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4441516,28.3540819",1196.145,4.863, ,5,acre,yes,data-consent_given-field_photo_rpt, ,uuid:d9d23f3a-b75d-400a-8e7a-250da127abbd,uuid:d9d23f3a-b75d-400a-8e7a-250da127abbd
16/4/2022 13:54,16/4/2022 13:58,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,soybean, , , , ,"-14.446037,28.349292", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4455648,28.3491665",1190.553,4.945, ,10,acre,yes,data-consent_given-field_photo_rpt, ,uuid:cacb706a-c676-414e-9828-ffb9505ab168,uuid:cacb706a-c676-414e-9828-ffb9505ab168
16/4/2022 13:59,16/4/2022 14:08,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,maize, , , , ,"-14.45351,28.309542",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4546478,28.3096799",1189.304,4.949, ,20,acre,yes,data-consent_given-field_photo_rpt, ,uuid:41b20548-40e9-43d6-a096-8db46df53e1e,uuid:41b20548-40e9-43d6-a096-8db46df53e1e
16/4/2022 14:11,16/4/2022 14:17,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,soybean, , , , ,"-14.458877,28.299701", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4576205,28.3002531",1199.29,4.479, ,20,acre,yes,data-consent_given-field_photo_rpt, ,uuid:a900d6d3-4ebc-43ca-a50a-a6b4516753ea,uuid:a900d6d3-4ebc-43ca-a50a-a6b4516753ea
16/4/2022 14:20,16/4/2022 14:24,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,maize, , , , ,"-14.459354,28.291526",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.4600428,28.2918666",1194.215,4.91, ,20,acre,yes,data-consent_given-field_photo_rpt, ,uuid:723afc0d-f4ad-4d33-b3dd-1313fb6fd1cc,uuid:723afc0d-f4ad-4d33-b3dd-1313fb6fd1cc
16/4/2022 14:25,16/4/2022 14:38,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,soybean, , , , ,"-14.489853,28.264045", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,supplementary, , , ,"-14.4901565,28.2631529",1165.77,1.96, ,30,acre,yes,data-consent_given-field_photo_rpt, ,uuid:7bea2e54-0299-4771-b73f-4cb2a23c2199,uuid:7bea2e54-0299-4771-b73f-4cb2a23c2199
16/4/2022 14:48,16/4/2022 14:52,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,maize, , , , ,"-14.533623,28.304972",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.5338126,28.3042812",1187.879,4.858, ,5,acre,yes,data-consent_given-field_photo_rpt, ,uuid:32fdc153-6021-4471-8801-ed9aa480a2d3,uuid:32fdc153-6021-4471-8801-ed9aa480a2d3
16/4/2022 14:54,16/4/2022 14:58,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,maize, , , , ,"-14.545197,28.310442",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.5454316,28.3104487",1178.456,5, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:db8834e6-1d1a-498d-bd5d-47fb9199ccd6,uuid:db8834e6-1d1a-498d-bd5d-47fb9199ccd6
16/4/2022 15:01,16/4/2022 15:03,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,maize, , , , ,"-14.53805,28.328826",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.5378749,28.3292319",1181.859,4.53, ,5,acre,yes,data-consent_given-field_photo_rpt, ,uuid:fe8ec9f8-c6cf-447d-9285-eaf5f767b6b0,uuid:fe8ec9f8-c6cf-447d-9285-eaf5f767b6b0
17/4/2022 10:20,17/4/2022 10:25,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,maize, , , , ,"-14.509617,28.397774",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.5095749,28.3976099",1183.959,4.979, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:51aeccfd-3984-401b-9011-789a4d008e7e,uuid:51aeccfd-3984-401b-9011-789a4d008e7e
17/4/2022 10:25,17/4/2022 10:26,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,no, ,other_annual,Sweet potato, , , ,"-14.509268,28.398212", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.5093304,28.3981805",1200.218,4.947, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:4e694aae-8520-43f1-b489-2bad217322f9,uuid:4e694aae-8520-43f1-b489-2bad217322f9
17/4/2022 10:30,17/4/2022 10:33,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,yes,25_50,maize, , ,groundnut, ,"-14.511068,28.3973",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.5110207,28.3972116",1177.229,1.847, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:7280b2d4-70e6-402c-9fe5-499eb87c2ea0,uuid:7280b2d4-70e6-402c-9fe5-499eb87c2ea0
17/4/2022 10:33,17/4/2022 10:36,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,yes,25_50,maize, , ,soybean, ,"-14.511423,28.397226",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.5113899,28.3971176",1204.373,4.942, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:06f68846-6b43-4046-a6f2-0b1c00fe1931,uuid:06f68846-6b43-4046-a6f2-0b1c00fe1931
17/4/2022 10:38,17/4/2022 10:41,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,no,no,no, ,annual,yes,50_75,maize, , ,groundnut, ,"-14.512957,28.396842",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-14.5128913,28.3966194",1194.996,4.967, ,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:e9c1a689-0ade-4870-be49-1d2f27beec87,uuid:e9c1a689-0ade-4870-be49-1d2f27beec87
