time,cumulative daily rainfall (mm)
2013-02-07,1.322998
2013-02-08,0.7694092
2013-02-09,1.1407471
2013-02-10,1.6522217
2013-02-11,0.8485718
2013-02-12,2.1398315
2013-02-13,1.84906
2013-02-14,1.8494873
2013-02-15,2.1003418
2013-02-16,4.098572
2013-02-17,2.680359
2013-02-18,1.0099487
2013-02-19,1.1026611
2013-02-20,1.2307739
2013-02-21,0.83654785
2013-02-22,0.9076538
2013-02-23,1.2989502
2013-02-24,0.31097412
2013-02-25,0.4706421
2013-02-26,0.23901367
2013-02-27,0.07165527
2013-02-28,0.016052246
2013-03-01,0.040527344
2013-03-02,0.007446289
2013-03-03,0.4300537
2013-03-04,0.4847412
2013-03-05,1.2596436
2013-03-06,1.1789551
2013-03-07,1.3850708
2013-03-08,1.7254028
2013-03-09,1.8205566
2013-03-10,2.3150024
2013-03-11,2.1050415
2013-03-12,2.4577026
2013-03-13,1.7175293
2013-03-14,0.26635742
2013-03-15,0.11071777
2013-03-16,0.25109863
2013-03-17,0.0657959
2013-03-18,0.041503906
2013-03-19,0.017028809
2013-03-20,0.014343262
2013-03-21,0.4467163
2013-03-22,0.28588867
2013-03-23,0.0008544922
2013-03-24,0.028015137
2013-03-25,0.4420166
2013-03-26,0.23840332
2013-03-27,0.37963867
2013-03-28,0.5060425
2013-03-29,1.3067017
2013-03-30,0.6014404
2013-03-31,0.35845947
2013-04-01,0.7505493
2013-04-02,0.54034424
2013-04-03,0.17108154
2013-04-04,0.0368042
2013-04-05,0.012207031
2013-04-06,0.0
2013-04-07,0.0
2013-04-08,0.003112793
2013-04-09,0.00018310547
2013-04-10,0.0
2013-04-11,0.00030517578
2013-04-12,0.0013427734
2013-04-13,0.06530762
2013-04-14,0.004333496
2013-04-15,0.0
2013-04-16,0.0
2013-04-17,0.0
2013-04-18,0.0
2013-04-19,0.00061035156
2013-04-20,0.0016479492
2013-04-21,0.0
2013-04-22,0.0010375977
2013-04-23,0.0
2013-04-24,0.0
2013-04-25,0.0
2013-04-26,0.00030517578
2013-04-27,0.0
2013-04-28,0.0
2013-04-29,0.0
2013-04-30,0.0
2013-05-01,0.0
2013-05-02,0.0
2013-05-03,0.0
2013-05-04,0.0
2013-05-05,0.0
2013-05-06,0.0
2013-05-07,0.0
2013-05-08,0.0010375977
2013-05-09,6.1035156e-05
2013-05-10,0.0
2013-05-11,0.0
2013-05-12,0.0
2013-05-13,0.0
2013-05-14,0.0
2013-05-15,0.0
2013-05-16,0.0
2013-05-17,0.0
2013-05-18,0.0
2013-05-19,0.0004272461
2013-05-20,0.024963379
2013-05-21,0.0033569336
2013-05-22,0.0
2013-05-23,0.0
2013-05-24,0.0
2013-05-25,0.0
2013-05-26,0.0
2013-05-27,0.0
2013-05-28,0.0
2013-05-29,0.0
2013-05-30,0.0
2013-05-31,0.0
2013-06-01,0.0
2013-06-02,0.0
2013-06-03,0.0
2013-06-04,0.0
2013-06-05,0.0
2013-06-06,0.0
2013-06-07,0.0
2013-06-08,0.0
2013-06-09,0.0
2013-06-10,0.0
2013-06-11,0.0
2013-06-12,0.0
2013-06-13,0.0
2013-06-14,0.0
2013-06-15,0.0
2013-06-16,0.0
2013-06-17,0.0
2013-06-18,0.0
2013-06-19,0.0
2013-06-20,0.0
2013-06-21,0.0
2013-06-22,0.0
2013-06-23,0.0
2013-06-24,0.0
2013-06-25,0.0
2013-06-26,0.0
2013-06-27,0.0
2013-06-28,0.0
2013-06-29,0.0
2013-06-30,0.0
2013-07-01,0.0
2013-07-02,0.0
2013-07-03,0.0
2013-07-04,0.0
2013-07-05,0.0
2013-07-06,0.0004272461
2013-07-07,0.0
2013-07-08,0.0
2013-07-09,0.0
2013-07-10,0.0
2013-07-11,0.0
2013-07-12,0.0
2013-07-13,0.0
2013-07-14,0.0
2013-07-15,0.0
2013-07-16,0.0
2013-07-17,0.0
2013-07-18,0.0
2013-07-19,0.0
2013-07-20,0.0
2013-07-21,0.0
2013-07-22,0.0
2013-07-23,0.0
2013-07-24,0.0
2013-07-25,0.0
2013-07-26,0.0
2013-07-27,0.0
2013-07-28,0.0
2013-07-29,0.0
2013-07-30,0.0
2013-07-31,0.0
2013-08-01,0.0
2013-08-02,0.0
2013-08-03,0.00024414062
2013-08-04,0.0
2013-08-05,0.0
2013-08-06,0.0
2013-08-07,0.0
2013-08-08,0.0
2013-08-09,0.0
2013-08-10,0.0
2013-08-11,0.0
2013-08-12,0.0
2013-08-13,0.0
2013-08-14,0.0
2013-08-15,0.0
2013-08-16,0.0
2013-08-17,0.0
2013-08-18,0.0
2013-08-19,0.0
2013-08-20,0.0
2013-08-21,0.0
2013-08-22,0.0
2013-08-23,0.0
2013-08-24,0.0
2013-08-25,0.0
2013-08-26,0.0
2013-08-27,0.0
2013-08-28,0.0
2013-08-29,0.0
2013-08-30,0.0
2013-08-31,0.0
2013-09-01,0.0
2013-09-02,0.0
2013-09-03,0.0
2013-09-04,0.0
2013-09-05,0.0
2013-09-06,0.0
2013-09-07,0.0
2013-09-08,0.0
2013-09-09,0.0
2013-09-10,0.0
2013-09-11,0.0
2013-09-12,0.0
2013-09-13,0.00030517578
2013-09-14,0.007080078
2013-09-15,0.0049438477
2013-09-16,6.1035156e-05
2013-09-17,0.0
2013-09-18,0.0
2013-09-19,0.0
2013-09-20,0.00024414062
2013-09-21,0.0005493164
2013-09-22,0.08312988
2013-09-23,0.22680664
2013-09-24,0.021850586
2013-09-25,0.004272461
2013-09-26,0.00030517578
2013-09-27,0.0009765625
2013-09-28,0.0005493164
2013-09-29,0.0032958984
2013-09-30,0.043395996
2013-10-01,0.00048828125
2013-10-02,0.0
2013-10-03,0.0
2013-10-04,0.0
2013-10-05,0.0
2013-10-06,0.0
2013-10-07,0.00012207031
2013-10-08,0.0
2013-10-09,0.00091552734
2013-10-10,0.0
2013-10-11,0.00061035156
2013-10-12,0.00024414062
2013-10-13,0.00012207031
2013-10-14,0.13116455
2013-10-15,0.18286133
2013-10-16,0.026367188
2013-10-17,0.0029907227
2013-10-18,0.0032958984
2013-10-19,0.24127197
2013-10-20,0.42022705
2013-10-21,0.25
2013-10-22,0.15527344
2013-10-23,0.28985596
2013-10-24,0.58251953
2013-10-25,0.7675171
2013-10-26,1.1791382
2013-10-27,0.256958
2013-10-28,0.15673828
2013-10-29,0.26611328
2013-10-30,0.17572021
2013-10-31,0.17224121
2013-11-01,0.10003662
2013-11-02,0.016845703
2013-11-03,0.1282959
2013-11-04,0.10925293
2013-11-05,1.0582886
2013-11-06,0.9752197
2013-11-07,0.7671509
2013-11-08,0.71710205
2013-11-09,0.5967407
2013-11-10,0.76348877
2013-11-11,0.8845215
2013-11-12,1.154541
2013-11-13,1.7142334
2013-11-14,1.3950806
2013-11-15,2.3128662
2013-11-16,1.4279175
2013-11-17,1.480957
2013-11-18,1.1986694
2013-11-19,2.7054443
2013-11-20,1.15979
2013-11-21,1.9067383
2013-11-22,1.9368896
2013-11-23,1.281189
2013-11-24,2.0274658
2013-11-25,2.2315063
2013-11-26,1.0341187
2013-11-27,0.19866943
2013-11-28,0.05657959
2013-11-29,0.1685791
2013-11-30,0.59503174
2013-12-01,2.112732
2013-12-02,2.968811
2013-12-03,2.019226
2013-12-04,2.0131226
2013-12-05,2.7439575
2013-12-06,2.2595215
2013-12-07,1.43573
2013-12-08,3.2390137
2013-12-09,1.4978027
2013-12-10,1.265564
2013-12-11,0.99139404
2013-12-12,0.39294434
2013-12-13,1.2029419
2013-12-14,0.35791016
2013-12-15,1.3564453
2013-12-16,1.9047852
2013-12-17,1.7583618
2013-12-18,1.6036987
2013-12-19,2.6130981
2013-12-20,2.65625
2013-12-21,1.5546875
2013-12-22,1.223999
2013-12-23,1.4544678
2013-12-24,3.154602
2013-12-25,3.602417
2013-12-26,2.7108765
2013-12-27,2.2520752
2013-12-28,1.9155273
2013-12-29,2.7476807
2013-12-30,4.1776733
2013-12-31,2.1860962
2014-01-01,2.2756958
2014-01-02,3.3902588
2014-01-03,2.0978394
2014-01-04,0.52124023
2014-01-05,0.01184082
2014-01-06,0.013183594
2014-01-07,0.037475586
2014-01-08,0.0040893555
2014-01-09,0.0007324219
2014-01-10,0.058410645
2014-01-11,0.4366455
2014-01-12,0.6838989
2014-01-13,2.2324219
2014-01-14,2.4035034
2014-01-15,0.8925171
2014-01-16,1.2598877
2014-01-17,1.7463379
2014-01-18,0.60827637
2014-01-19,1.1782227
2014-01-20,0.9528198
2014-01-21,0.5397339
2014-01-22,0.6801758
2014-01-23,1.5143433
2014-01-24,1.4639282
2014-01-25,2.5167236
2014-01-26,2.6981812
2014-01-27,4.624695
2014-01-28,2.8669434
2014-01-29,2.6834106
2014-01-30,0.58032227
2014-01-31,0.6946411
2014-02-01,0.19519043
2014-02-02,0.2828369
2014-02-03,0.54418945
2014-02-04,0.33831787
2014-02-05,0.035827637
2014-02-06,0.3499756
2014-02-07,0.04840088
2014-02-08,0.0005493164
2014-02-09,0.6237793
2014-02-10,1.4371948
2014-02-11,0.08679199
2014-02-12,0.034240723
2014-02-13,0.017456055
2014-02-14,0.010070801
2014-02-15,0.47595215
2014-02-16,0.30975342
2014-02-17,1.2786255
2014-02-18,0.8305664
2014-02-19,0.5201416
2014-02-20,1.591919
2014-02-21,1.456604
2014-02-22,1.2581177
2014-02-23,2.3132935
2014-02-24,2.8609009
2014-02-25,3.956787
2014-02-26,1.6659546
2014-02-27,3.3309937
2014-02-28,1.2531738
2014-03-01,1.6802979
2014-03-02,0.6883545
2014-03-03,0.72558594
2014-03-04,1.7897949
2014-03-05,3.2711182
2014-03-06,2.5134277
2014-03-07,1.4936523
2014-03-08,2.5194702
2014-03-09,2.708191
2014-03-10,2.5028076
2014-03-11,3.4069824
2014-03-12,3.2438965
2014-03-13,1.5038452
2014-03-14,0.4260254
2014-03-15,2.3476562
2014-03-16,0.93518066
2014-03-17,0.97839355
2014-03-18,1.2302246
2014-03-19,2.6105957
2014-03-20,1.5167847
2014-03-21,1.7243042
2014-03-22,1.8701172
2014-03-23,2.3936157
2014-03-24,1.8686523
2014-03-25,0.9867554
2014-03-26,1.5
2014-03-27,1.3371582
2014-03-28,0.8807373
2014-03-29,0.53808594
2014-03-30,0.20874023
2014-03-31,0.44976807
2014-04-01,0.18414307
2014-04-02,0.13586426
2014-04-03,1.295044
2014-04-04,1.2678833
2014-04-05,1.5936279
2014-04-06,1.8883057
2014-04-07,1.7246094
2014-04-08,1.0186768
2014-04-09,0.38519287
2014-04-10,0.3334961
2014-04-11,1.2056885
2014-04-12,1.59906
2014-04-13,0.76135254
2014-04-14,0.9614868
2014-04-15,0.324646
2014-04-16,0.08239746
2014-04-17,0.087768555
2014-04-18,0.10412598
2014-04-19,0.056518555
2014-04-20,0.028320312
2014-04-21,0.01550293
2014-04-22,0.04736328
2014-04-23,0.066345215
2014-04-24,0.8046875
2014-04-25,1.0936279
2014-04-26,0.5062866
2014-04-27,0.42089844
2014-04-28,0.06542969
2014-04-29,0.009216309
2014-04-30,0.0
2014-05-01,0.0
2014-05-02,0.0
2014-05-03,0.0
2014-05-04,0.0
2014-05-05,0.0
2014-05-06,0.0
2014-05-07,0.00061035156
2014-05-08,0.0029907227
2014-05-09,0.0024414062
2014-05-10,0.0
2014-05-11,0.0
2014-05-12,0.0
2014-05-13,0.0
2014-05-14,0.0
2014-05-15,0.0
2014-05-16,0.0
2014-05-17,0.0
2014-05-18,0.0
2014-05-19,0.0
2014-05-20,0.0010986328
2014-05-21,0.0005493164
2014-05-22,0.0
2014-05-23,0.0
2014-05-24,0.0
2014-05-25,0.0
2014-05-26,0.0
2014-05-27,0.0
2014-05-28,0.0
2014-05-29,0.0
2014-05-30,0.0
2014-05-31,0.0
2014-06-01,0.0
2014-06-02,0.0
2014-06-03,0.0
2014-06-04,0.0
2014-06-05,0.0
2014-06-06,0.0
2014-06-07,0.0
2014-06-08,0.0
2014-06-09,0.0
2014-06-10,0.0
2014-06-11,0.0
2014-06-12,0.0
2014-06-13,0.0
2014-06-14,0.0
2014-06-15,0.0
2014-06-16,0.0
2014-06-17,0.0
2014-06-18,0.0
2014-06-19,0.0
2014-06-20,0.0
2014-06-21,0.0
2014-06-22,0.0
2014-06-23,0.00012207031
2014-06-24,0.0
2014-06-25,0.0
2014-06-26,0.0
2014-06-27,0.0
2014-06-28,0.0
2014-06-29,0.0
2014-06-30,0.0
2014-07-01,0.0
2014-07-02,0.0
2014-07-03,0.0
2014-07-04,0.0
2014-07-05,0.0
2014-07-06,0.0
2014-07-07,0.0
2014-07-08,0.0
2014-07-09,0.0
2014-07-10,0.0
2014-07-11,0.0
2014-07-12,0.0
2014-07-13,0.0
2014-07-14,0.0
2014-07-15,0.0
2014-07-16,0.0
2014-07-17,0.0
2014-07-18,0.0
2014-07-19,0.0
2014-07-20,0.0
2014-07-21,0.0
2014-07-22,0.0
2014-07-23,0.0
2014-07-24,0.0
2014-07-25,0.0
2014-07-26,0.0
2014-07-27,0.0
2014-07-28,0.0
2014-07-29,0.0
2014-07-30,0.00024414062
2014-07-31,0.0
2014-08-01,0.0
2014-08-02,0.0
2014-08-03,0.0
2014-08-04,0.0
2014-08-05,0.0
2014-08-06,0.0
2014-08-07,0.0
2014-08-08,0.0
2014-08-09,0.0
2014-08-10,0.0
2014-08-11,0.0
2014-08-12,0.0
2014-08-13,0.0
2014-08-14,0.0
2014-08-15,0.0
2014-08-16,0.0
2014-08-17,0.0
2014-08-18,0.0
2014-08-19,0.0
2014-08-20,0.0
2014-08-21,0.0
2014-08-22,0.0
2014-08-23,0.0
2014-08-24,0.0
2014-08-25,0.0
2014-08-26,0.0
2014-08-27,0.0
2014-08-28,0.0
2014-08-29,0.0
2014-08-30,0.0
2014-08-31,0.0
2014-09-01,0.0
2014-09-02,0.0
2014-09-03,0.0
2014-09-04,0.0
2014-09-05,0.0
2014-09-06,0.0
2014-09-07,0.0
2014-09-08,0.0
2014-09-09,0.0
2014-09-10,0.0
2014-09-11,0.0059814453
2014-09-12,0.009216309
2014-09-13,0.022399902
2014-09-14,0.00018310547
2014-09-15,0.0
2014-09-16,0.0
2014-09-17,0.011962891
2014-09-18,0.052978516
2014-09-19,0.033996582
2014-09-20,0.005126953
2014-09-21,0.0008544922
2014-09-22,0.00091552734
2014-09-23,0.01776123
2014-09-24,0.0007324219
2014-09-25,0.0
2014-09-26,0.0
2014-09-27,0.00018310547
2014-09-28,0.00592041
2014-09-29,0.053649902
2014-09-30,0.0022583008
2014-10-01,6.1035156e-05
2014-10-02,0.005493164
2014-10-03,0.0
2014-10-04,0.00036621094
2014-10-05,0.115112305
2014-10-06,0.30303955
2014-10-07,0.017700195
2014-10-08,0.012512207
2014-10-09,0.022827148
2014-10-10,0.1105957
2014-10-11,0.18450928
2014-10-12,0.15362549
2014-10-13,0.042419434
2014-10-14,0.15698242
2014-10-15,0.1774292
2014-10-16,0.17047119
2014-10-17,0.007446289
2014-10-18,0.036987305
2014-10-19,0.005065918
2014-10-20,0.03515625
2014-10-21,0.034362793
2014-10-22,0.0013427734
2014-10-23,0.0
2014-10-24,0.0043945312
2014-10-25,0.0
2014-10-26,0.02154541
2014-10-27,0.2793579
2014-10-28,0.5690918
2014-10-29,0.6296387
2014-10-30,0.25494385
2014-10-31,0.4901123
2014-11-01,0.70983887
2014-11-02,0.93444824
2014-11-03,1.7490845
2014-11-04,2.416565
2014-11-05,1.2741089
2014-11-06,0.6820679
2014-11-07,1.7112427
2014-11-08,2.187561
2014-11-09,2.1203003
2014-11-10,1.9036255
2014-11-11,1.7387085
2014-11-12,2.3643188
2014-11-13,0.87750244
2014-11-14,2.093933
2014-11-15,2.0148315
2014-11-16,1.4628296
2014-11-17,2.2003784
2014-11-18,0.697876
2014-11-19,0.651001
2014-11-20,0.18164062
2014-11-21,0.4359131
2014-11-22,0.85894775
2014-11-23,1.0089722
2014-11-24,0.6815796
2014-11-25,1.1563721
2014-11-26,1.4066772
2014-11-27,1.8805542
2014-11-28,1.7293091
2014-11-29,2.0561523
2014-11-30,0.8759155
2014-12-01,0.6713257
2014-12-02,1.5372925
2014-12-03,1.4232178
2014-12-04,2.1445312
2014-12-05,1.7484741
2014-12-06,2.2545776
2014-12-07,2.0146484
2014-12-08,1.9411621
2014-12-09,2.2287598
2014-12-10,1.5014038
2014-12-11,2.1535645
2014-12-12,1.6710205
2014-12-13,1.8525391
2014-12-14,2.0940552
2014-12-15,1.9695435
2014-12-16,0.39764404
2014-12-17,0.9232178
2014-12-18,0.7147217
2014-12-19,0.23175049
2014-12-20,0.2156372
2014-12-21,0.4716797
2014-12-22,0.29016113
2014-12-23,1.3661499
2014-12-24,3.0423584
2014-12-25,2.5595093
2014-12-26,0.26501465
2014-12-27,0.0021362305
2014-12-28,0.1161499
2014-12-29,0.030395508
2014-12-30,0.09490967
2014-12-31,0.078063965
2015-01-01,0.032226562
2015-01-02,0.14648438
2015-01-03,0.114746094
2015-01-04,0.26623535
2015-01-05,0.5910034
2015-01-06,0.6552124
2015-01-07,0.39630127
2015-01-08,0.7772827
2015-01-09,0.5276489
2015-01-10,0.5083008
2015-01-11,0.06591797
2015-01-12,0.23736572
2015-01-13,0.13470459
2015-01-14,1.3842163
2015-01-15,2.8114014
2015-01-16,2.972107
2015-01-17,2.5733643
2015-01-18,1.9616699
2015-01-19,1.1600952
2015-01-20,0.80352783
2015-01-21,0.43792725
2015-01-22,3.2802124
2015-01-23,2.6741333
2015-01-24,1.3534546
2015-01-25,2.010437
2015-01-26,1.6536255
2015-01-27,1.3123169
2015-01-28,1.8710938
2015-01-29,2.6640015
2015-01-30,2.184082
2015-01-31,3.9379883
2015-02-01,4.5771484
2015-02-02,2.2416992
2015-02-03,0.18902588
2015-02-04,0.27020264
2015-02-05,0.077941895
2015-02-06,0.10217285
2015-02-07,0.050476074
2015-02-08,0.028320312
2015-02-09,0.2508545
2015-02-10,0.9786377
2015-02-11,0.27563477
2015-02-12,0.4039917
2015-02-13,0.47338867
2015-02-14,0.9349365
2015-02-15,0.34423828
2015-02-16,0.61535645
2015-02-17,1.0594482
2015-02-18,0.29510498
2015-02-19,0.24438477
2015-02-20,0.04095459
2015-02-21,0.10406494
2015-02-22,0.4902954
2015-02-23,0.48358154
2015-02-24,0.5159912
2015-02-25,0.7064209
2015-02-26,0.8378906
2015-02-27,1.55896
2015-02-28,1.5550537
2015-03-01,0.63067627
2015-03-02,0.091674805
2015-03-03,0.38568115
2015-03-04,1.1879272
2015-03-05,2.2034912
2015-03-06,0.18670654
2015-03-07,0.5248413
2015-03-08,0.054626465
2015-03-09,0.0063476562
2015-03-10,0.049438477
2015-03-11,0.38983154
2015-03-12,0.36328125
2015-03-13,0.034057617
2015-03-14,0.00030517578
2015-03-15,0.0008544922
2015-03-16,0.107421875
2015-03-17,0.21398926
2015-03-18,0.26733398
2015-03-19,0.66638184
2015-03-20,0.6831665
2015-03-21,0.3147583
2015-03-22,0.15228271
2015-03-23,0.54626465
2015-03-24,0.7557373
2015-03-25,1.4680176
2015-03-26,0.96447754
2015-03-27,1.5621948
2015-03-28,3.2980957
2015-03-29,3.685913
2015-03-30,1.9662476
2015-03-31,2.0388184
2015-04-01,1.8988647
2015-04-02,0.8074951
2015-04-03,0.5079346
2015-04-04,0.23339844
2015-04-05,0.2263794
2015-04-06,0.13476562
2015-04-07,0.06451416
2015-04-08,0.13427734
2015-04-09,0.2695923
2015-04-10,0.3770752
2015-04-11,1.1867065
2015-04-12,0.18011475
2015-04-13,0.1408081
2015-04-14,0.1350708
2015-04-15,0.045837402
2015-04-16,0.029052734
2015-04-17,0.029846191
2015-04-18,0.062927246
2015-04-19,0.06488037
2015-04-20,0.1305542
2015-04-21,0.13574219
2015-04-22,0.25250244
2015-04-23,0.16949463
2015-04-24,0.02960205
2015-04-25,0.007446289
2015-04-26,0.0
2015-04-27,0.0
2015-04-28,0.0
2015-04-29,0.0
2015-04-30,0.0
2015-05-01,0.0
2015-05-02,0.0
2015-05-03,0.0
2015-05-04,0.0
2015-05-05,0.0
2015-05-06,6.1035156e-05
2015-05-07,0.0
2015-05-08,0.00030517578
2015-05-09,0.0
2015-05-10,0.0
2015-05-11,0.0
2015-05-12,0.0
2015-05-13,0.0
2015-05-14,0.0
2015-05-15,0.0
2015-05-16,0.0
2015-05-17,0.0
2015-05-18,0.0
2015-05-19,0.0
2015-05-20,0.0
2015-05-21,0.0
2015-05-22,0.0
2015-05-23,0.0
2015-05-24,0.0
2015-05-25,0.0
2015-05-26,0.0
2015-05-27,0.0
2015-05-28,0.0
2015-05-29,0.0
2015-05-30,0.0
2015-05-31,0.0
2015-06-01,0.0
2015-06-02,0.0
2015-06-03,0.0
2015-06-04,0.0
2015-06-05,0.0
2015-06-06,0.0
2015-06-07,0.0
2015-06-08,0.0
2015-06-09,0.0
2015-06-10,0.0
2015-06-11,0.0
2015-06-12,0.0
2015-06-13,0.0
2015-06-14,0.0
2015-06-15,0.0
2015-06-16,0.0
2015-06-17,0.0
2015-06-18,0.0
2015-06-19,0.0
2015-06-20,0.0
2015-06-21,0.0
2015-06-22,0.0
2015-06-23,0.0
2015-06-24,0.0
2015-06-25,0.0
2015-06-26,0.0
2015-06-27,0.0
2015-06-28,0.0
2015-06-29,0.0
2015-06-30,0.0
2015-07-01,0.0
2015-07-02,0.0
2015-07-03,0.0
2015-07-04,0.0
2015-07-05,0.0
2015-07-06,0.0
2015-07-07,0.0
2015-07-08,0.0
2015-07-09,0.0
2015-07-10,0.0
2015-07-11,0.0
2015-07-12,0.0
2015-07-13,0.0
2015-07-14,0.0
2015-07-15,0.0
2015-07-16,0.0
2015-07-17,0.0
2015-07-18,0.0
2015-07-19,0.0
2015-07-20,0.0
2015-07-21,0.0
2015-07-22,0.0
2015-07-23,0.0
2015-07-24,0.0
2015-07-25,0.0
2015-07-26,0.0
2015-07-27,0.0
2015-07-28,0.0
2015-07-29,0.0
2015-07-30,0.0
2015-07-31,0.0
2015-08-01,0.0
2015-08-02,0.0
2015-08-03,0.0
2015-08-04,0.0
2015-08-05,0.0
2015-08-06,0.0
2015-08-07,0.0
2015-08-08,0.0
2015-08-09,0.0
2015-08-10,0.0
2015-08-11,0.0
2015-08-12,0.0
2015-08-13,0.0
2015-08-14,0.0
2015-08-15,0.0
2015-08-16,0.0
2015-08-17,0.0
2015-08-18,0.0
2015-08-19,0.0
2015-08-20,0.0
2015-08-21,0.0
2015-08-22,0.0
2015-08-23,0.0
2015-08-24,0.00036621094
2015-08-25,0.00024414062
2015-08-26,0.0
2015-08-27,0.0
2015-08-28,0.0
2015-08-29,0.0
2015-08-30,0.0
2015-08-31,0.0
2015-09-01,0.0
2015-09-02,0.00012207031
2015-09-03,0.0079956055
2015-09-04,6.1035156e-05
2015-09-05,0.0017089844
2015-09-06,0.00018310547
2015-09-07,6.1035156e-05
2015-09-08,0.002380371
2015-09-09,0.010620117
2015-09-10,0.00048828125
2015-09-11,0.0
2015-09-12,0.0
2015-09-13,0.0
2015-09-14,0.0
2015-09-15,0.0
2015-09-16,0.0
2015-09-17,0.0
2015-09-18,0.0
2015-09-19,0.0053710938
2015-09-20,0.012939453
2015-09-21,0.06542969
2015-09-22,0.022949219
2015-09-23,0.0
2015-09-24,0.0
2015-09-25,0.0
2015-09-26,0.0
2015-09-27,0.0
2015-09-28,0.08892822
2015-09-29,0.13195801
2015-09-30,0.1104126
2015-10-01,0.2695923
2015-10-02,0.18389893
2015-10-03,0.538147
2015-10-04,1.3012695
2015-10-05,0.09851074
2015-10-06,0.00061035156
2015-10-07,0.09881592
2015-10-08,0.034729004
2015-10-09,0.0126953125
2015-10-10,0.0005493164
2015-10-11,0.0036621094
2015-10-12,0.18334961
2015-10-13,0.15515137
2015-10-14,0.115600586
2015-10-15,0.066833496
2015-10-16,0.052856445
2015-10-17,0.10699463
2015-10-18,0.5109253
2015-10-19,0.70269775
2015-10-20,0.0007324219
2015-10-21,0.00024414062
2015-10-22,0.0
2015-10-23,0.0015869141
2015-10-24,0.11541748
2015-10-25,0.15252686
2015-10-26,0.00018310547
2015-10-27,0.0
2015-10-28,0.0020751953
2015-10-29,0.12054443
2015-10-30,0.3876953
2015-10-31,0.47381592
2015-11-01,0.638855
2015-11-02,0.22930908
2015-11-03,0.3626709
2015-11-04,0.6161499
2015-11-05,0.5414429
2015-11-06,0.27319336
2015-11-07,0.8709717
2015-11-08,0.27264404
2015-11-09,0.11291504
2015-11-10,0.0028076172
2015-11-11,0.15759277
2015-11-12,0.18780518
2015-11-13,0.18713379
2015-11-14,0.3977661
2015-11-15,0.06707764
2015-11-16,0.043640137
2015-11-17,0.1920166
2015-11-18,0.215271
2015-11-19,0.5615845
2015-11-20,0.11602783
2015-11-21,0.34265137
2015-11-22,0.70544434
2015-11-23,0.49432373
2015-11-24,0.2543335
2015-11-25,0.11755371
2015-11-26,0.15057373
2015-11-27,0.17333984
2015-11-28,0.18255615
2015-11-29,0.9451294
2015-11-30,0.8588257
2015-12-01,1.7574463
2015-12-02,0.85150146
2015-12-03,1.4205322
2015-12-04,1.8164062
2015-12-05,1.5430298
2015-12-06,0.97869873
2015-12-07,1.1668701
2015-12-08,1.2526245
2015-12-09,0.7439575
2015-12-10,1.1271362
2015-12-11,2.585266
2015-12-12,1.9274902
2015-12-13,1.862915
2015-12-14,1.0474243
2015-12-15,0.7897949
2015-12-16,0.14074707
2015-12-17,0.049987793
2015-12-18,0.9290161
2015-12-19,1.1362305
2015-12-20,0.39160156
2015-12-21,0.7418823
2015-12-22,0.68566895
2015-12-23,1.8345947
2015-12-24,2.0394287
2015-12-25,1.838562
2015-12-26,2.3674927
2015-12-27,2.9145508
2015-12-28,3.715271
2015-12-29,2.7905273
2015-12-30,2.753296
2015-12-31,1.1011963
2016-01-01,0.6263428
2016-01-02,1.2067871
2016-01-03,1.8445435
2016-01-04,1.949707
2016-01-05,0.5583496
2016-01-06,0.5430908
2016-01-07,0.6305542
2016-01-08,1.4182739
2016-01-09,1.6291504
2016-01-10,2.3990479
2016-01-11,1.4890137
2016-01-12,1.7576904
2016-01-13,2.9554443
2016-01-14,1.3728638
2016-01-15,1.6623535
2016-01-16,0.6131592
2016-01-17,0.6269531
2016-01-18,1.2764893
2016-01-19,3.6436157
2016-01-20,3.9697876
2016-01-21,2.94281
2016-01-22,0.88513184
2016-01-23,0.017944336
2016-01-24,0.0008544922
2016-01-25,0.0053100586
2016-01-26,0.01940918
2016-01-27,0.0033569336
2016-01-28,0.055603027
2016-01-29,0.6852417
2016-01-30,3.109314
2016-01-31,3.0339966
2016-02-01,5.341614
2016-02-02,2.0180054
2016-02-03,0.24932861
2016-02-04,0.7449341
2016-02-05,1.2938843
2016-02-06,1.9124146
2016-02-07,1.291687
2016-02-08,0.63531494
2016-02-09,1.0334473
2016-02-10,1.0786743
2016-02-11,1.1995239
2016-02-12,1.5058594
2016-02-13,0.72320557
2016-02-14,0.29779053
2016-02-15,1.2250366
2016-02-16,2.0344849
2016-02-17,0.86383057
2016-02-18,0.9780884
2016-02-19,1.6837769
2016-02-20,1.435669
2016-02-21,1.1918335
2016-02-22,1.4749756
2016-02-23,1.4487915
2016-02-24,1.7317505
2016-02-25,1.175293
2016-02-26,2.0112305
2016-02-27,0.92163086
2016-02-28,1.6758423
2016-02-29,2.2018433
2016-03-01,0.8989258
2016-03-02,1.2071533
2016-03-03,1.3186646
2016-03-04,2.5742798
2016-03-05,3.9541626
2016-03-06,2.5804443
2016-03-07,3.055725
2016-03-08,1.9643555
2016-03-09,1.34198
2016-03-10,2.2805176
2016-03-11,1.2592773
2016-03-12,3.1644287
2016-03-13,2.911255
2016-03-14,2.6414795
2016-03-15,4.6640015
2016-03-16,4.187256
2016-03-17,0.6090088
2016-03-18,0.4649048
2016-03-19,1.8488159
2016-03-20,0.590271
