,Class,red_ls8,nir_ls8,NDVI_ls8,red_ls7,nir_ls7,NDVI_ls7
0,0.0,0.029899999499320984,0.30316752195358276,0.8204567432403564,0.017387494444847107,0.3047625422477722,0.8920533657073975
1,0.0,0.04323749244213104,0.3206300139427185,0.7623447775840759,0.0327875018119812,0.254877507686615,0.7720438838005066
2,0.0,0.05124001204967499,0.3382025361061096,0.7368544936180115,0.05305500328540802,0.34900999069213867,0.7360875010490417
3,0.0,0.40695250034332275,0.49456751346588135,0.097185879945755,0.37992000579833984,0.4554625153541565,0.09042864292860031
4,0.0,0.029212504625320435,0.2972000241279602,0.8210086822509766,0.038947492837905884,0.3658674955368042,0.8075788021087646
5,0.0,0.26802247762680054,0.40654003620147705,0.2053442895412445,0.2817174792289734,0.41437751054763794,0.19057747721672058
6,0.0,0.10527749359607697,0.32582753896713257,0.5115923881530762,0.11042000353336334,0.27838999032974243,0.4320104718208313
7,0.0,0.06886748969554901,0.2885100245475769,0.6145952343940735,0.06949998438358307,0.25473999977111816,0.5713053345680237
8,1.0,0.06763000786304474,0.2722024917602539,0.6019803881645203,0.08003251254558563,0.2834774851799011,0.5596681237220764
9,1.0,0.06911499798297882,0.36795753240585327,0.6837367415428162,0.07145251333713531,0.3273400068283081,0.6416557431221008
10,0.0,0.11399500072002411,0.3033600449562073,0.45372647047042847,0.08286498486995697,0.27613502740859985,0.538356602191925
11,1.0,0.04634499549865723,0.4009299874305725,0.792767345905304,0.04365000128746033,0.21398501098155975,0.6611485481262207
12,0.0,0.06188251078128815,0.31339752674102783,0.6702063083648682,0.08710001409053802,0.36350250244140625,0.6134064197540283
13,1.0,0.05343998968601227,0.39130502939224243,0.7596826553344727,0.05830751359462738,0.3596799969673157,0.72100830078125
14,0.0,0.1914074867963791,0.3256075382232666,0.2595670223236084,0.17875750362873077,0.2904074788093567,0.23797594010829926
15,1.0,0.05418248474597931,0.1909400075674057,0.5579150319099426,0.043622493743896484,0.14116500318050385,0.5278631448745728
16,0.0,0.16673998534679413,0.2917550206184387,0.2726638913154602,0.19456999003887177,0.309410035610199,0.2278662621974945
17,0.0,0.20906250178813934,0.3958975076675415,0.3088386058807373,0.20111499726772308,0.34774500131607056,0.2671537399291992
