,Class,red_ls8,nir_ls8,NDVI_ls8,red_ls7,nir_ls7,NDVI_ls7
0,1.0,0.07643000781536102,0.3167800307273865,0.6112509369850159,0.08223249018192291,0.29068249464035034,0.5589746236801147
1,0.0,0.09713749587535858,0.36608749628067017,0.5806033611297607,0.06287248432636261,0.22836749255657196,0.5682427883148193
2,0.0,0.32563501596450806,0.43159252405166626,0.13992822170257568,0.3454350233078003,0.4282100200653076,0.10699350386857986
3,0.0,0.07021500170230865,0.35170501470565796,0.6671644449234009,0.07854749262332916,0.3239850401878357,0.6097334623336792
4,0.0,0.05420999228954315,0.33971500396728516,0.7247698903083801,0.10786248743534088,0.43698251247406006,0.6040617823600769
5,0.0,0.03518000245094299,0.39647501707077026,0.8369994759559631,0.03372250497341156,0.35464751720428467,0.8263381719589233
6,0.0,0.406374990940094,0.4946775436401367,0.09799934178590775,0.37992000579833984,0.4554625153541565,0.09042864292860031
7,0.0,0.09688998758792877,0.2917274832725525,0.5013606548309326,0.08393751084804535,0.23218999803066254,0.46896421909332275
8,0.0,0.06311999261379242,0.2978324890136719,0.6502586603164673,0.07136999070644379,0.29805248975753784,0.6136131286621094
9,0.0,0.049947500228881836,0.3352600336074829,0.74067223072052,0.06710751354694366,0.33834004402160645,0.6689707636833191
10,0.0,0.041999995708465576,0.4134424924850464,0.815563976764679,0.05044250190258026,0.42342501878738403,0.7871028780937195
11,1.0,0.1433650106191635,0.3814600110054016,0.45366546511650085,0.14762748777866364,0.3562150001525879,0.4139935076236725
12,1.0,0.07010500133037567,0.27608001232147217,0.59498530626297,0.07676000893115997,0.29277247190475464,0.5845561027526855
13,0.0,0.06237749755382538,0.3108674883842468,0.6657556891441345,0.08710001409053802,0.36350250244140625,0.6134064197540283
14,1.0,0.0729924887418747,0.29249751567840576,0.6005773544311523,0.06215749680995941,0.26043248176574707,0.61463463306427
15,0.0,0.34961503744125366,0.42799001932144165,0.10079021751880646,0.37255001068115234,0.4413825273513794,0.0845678374171257
16,0.0,0.19619248807430267,0.35638004541397095,0.289894163608551,0.213407501578331,0.36792999505996704,0.26580512523651123
17,1.0,0.2094474881887436,0.35110002756118774,0.25270387530326843,0.22176750004291534,0.3690025210380554,0.24922561645507812
18,0.0,0.04210999608039856,0.37387001514434814,0.7975383400917053,0.01689249277114868,0.3644375205039978,0.9114022254943848
19,0.0,0.09078501164913177,0.37931501865386963,0.6137629747390747,0.10090498626232147,0.3911125063896179,0.5898316502571106
20,0.0,0.4103900194168091,0.483210027217865,0.08149060606956482,0.4829624891281128,0.5768750309944153,0.08861031383275986
21,1.0,0.059572502970695496,0.3573700189590454,0.714241087436676,0.05379749834537506,0.32340753078460693,0.7147573232650757
22,0.0,0.3234900236129761,0.39611750841140747,0.10092651844024658,0.31898003816604614,0.37568503618240356,0.08162926137447357
23,0.0,0.2583425045013428,0.3606700301170349,0.1653076857328415,0.28193747997283936,0.3647950291633606,0.12811718881130219
24,1.0,0.12793751060962677,0.27511751651763916,0.36516109108924866,0.14553751051425934,0.2814425230026245,0.31829360127449036
25,1.0,0.045272499322891235,0.21981500089168549,0.6584335565567017,0.05877499282360077,0.2739899754524231,0.6467477083206177
26,0.0,0.4148175120353699,0.5013050436973572,0.09440606832504272,0.5202249884605408,0.6364400386810303,0.10047424584627151
27,1.0,0.07315750420093536,0.4836224913597107,0.7372122406959534,0.03308999538421631,0.49583250284194946,0.8748776912689209
28,0.0,0.043540000915527344,0.18376250565052032,0.6168981790542603,0.03383250534534454,0.18835501372814178,0.6954599022865295
29,1.0,0.08655001223087311,0.29170000553131104,0.5423661470413208,0.07244248688220978,0.3053399920463562,0.6164857745170593
30,0.0,0.053577497601509094,0.3197774887084961,0.712994396686554,0.049617499113082886,0.2679675221443176,0.6875324845314026
31,1.0,0.03878249228000641,0.2801774740219116,0.7568190693855286,0.036334991455078125,0.25677502155303955,0.7520726919174194
32,0.0,0.06108500063419342,0.2917274832725525,0.6537254452705383,0.04144999384880066,0.25383251905441284,0.7192519307136536
33,1.0,0.033282503485679626,0.5272650122642517,0.8812499642372131,0.03220999240875244,0.4758400321006775,0.8732014894485474
34,1.0,0.12510500848293304,0.3738425374031067,0.49852439761161804,0.15802250802516937,0.42804503440856934,0.46073615550994873
35,0.0,0.09254498779773712,0.3245350122451782,0.5562242865562439,0.10662500560283661,0.3054500222206116,0.48249709606170654
36,0.0,0.061277493834495544,0.25479501485824585,0.6122567057609558,0.05074499547481537,0.22891749441623688,0.6370983123779297
37,0.0,0.46143001317977905,0.561145007610321,0.09751362353563309,0.4962725043296814,0.5828975439071655,0.08027005940675735
38,0.0,0.0444750040769577,0.30525749921798706,0.7456626892089844,0.05033250153064728,0.28284502029418945,0.6978638172149658
39,0.0,0.04516249895095825,0.3668299913406372,0.7807605862617493,0.03941500186920166,0.3118300437927246,0.7755697965621948
40,0.0,0.31490999460220337,0.41325002908706665,0.13505278527736664,0.32797253131866455,0.41239750385284424,0.11403077840805054
41,0.0,0.07480750977993011,0.3516775369644165,0.6491904258728027,0.06006748974323273,0.2893350124359131,0.6561702489852905
42,0.0,0.2096400111913681,0.3079800009727478,0.18998490273952484,0.19341500103473663,0.27442997694015503,0.17316628992557526
43,0.0,0.1408899873495102,0.34150248765945435,0.4158698618412018,0.14476750791072845,0.31887000799179077,0.3755142390727997
44,1.0,0.03611500561237335,0.3731825351715088,0.8235269784927368,0.027562499046325684,0.40964752435684204,0.8739164471626282
45,1.0,0.06479750573635101,0.3318225145339966,0.6732513904571533,0.07750250399112701,0.3477725386619568,0.6355182528495789
46,0.0,0.04565750062465668,0.23532499372959137,0.6750153303146362,0.06548498570919037,0.25836998224258423,0.5955906510353088
47,1.0,0.06405501067638397,0.2861725091934204,0.6342090964317322,0.06026001274585724,0.27613502740859985,0.6417307257652283
48,1.0,0.043925002217292786,0.43373751640319824,0.8160836100578308,0.038507506251335144,0.419575035572052,0.831875205039978
49,0.0,0.04642750322818756,0.371642529964447,0.7778961062431335,0.029597505927085876,0.33427000045776367,0.8373170495033264
50,0.0,0.04939749836921692,0.2516325116157532,0.6718101501464844,0.051954999566078186,0.2343900054693222,0.6371160745620728
51,1.0,0.055062487721443176,0.4145424962043762,0.7654945254325867,0.04571250081062317,0.4643175005912781,0.8207457661628723
52,0.0,0.06746499240398407,0.3254700303077698,0.6566098928451538,0.03394250571727753,0.3267900347709656,0.8118133544921875
53,1.0,0.11476500332355499,0.17754749953746796,0.21477869153022766,0.12276749312877655,0.18893249332904816,0.21227142214775085
54,1.0,0.2101074904203415,0.28097498416900635,0.14430873095989227,0.22338999807834625,0.2846599817276001,0.12059834599494934
55,1.0,0.03801250457763672,0.44556254148483276,0.8427854776382446,0.04700499773025513,0.45884501934051514,0.8141543865203857
56,0.0,0.04480500519275665,0.35008251667022705,0.7730746865272522,0.04114750027656555,0.31777000427246094,0.7707133293151855
57,0.0,0.05781249701976776,0.285705029964447,0.6634086966514587,0.0798950046300888,0.28361499309539795,0.5604246854782104
58,1.0,0.3030025362968445,0.4202899932861328,0.16215769946575165,0.3128200173377991,0.4010125398635864,0.12354791164398193
59,0.0,0.4053025245666504,0.475647509098053,0.07985127717256546,0.4198225140571594,0.47484999895095825,0.06150572746992111
60,1.0,0.07621000707149506,0.4631350040435791,0.7173978686332703,0.0996675044298172,0.5456900000572205,0.6911247372627258
61,0.0,0.3463975191116333,0.41066503524780273,0.08489062637090683,0.38693249225616455,0.4274125099182129,0.04970868304371834
62,0.0,0.0825899988412857,0.2552899718284607,0.5111281871795654,0.10816501080989838,0.3634750247001648,0.5413238406181335
63,1.0,0.15837998688220978,0.2591400146484375,0.2413298338651657,0.1689399927854538,0.26425498723983765,0.22002792358398438
64,0.0,0.530180037021637,0.6257150173187256,0.08265022188425064,0.5373575091362,0.6118000149726868,0.06478007137775421
65,1.0,0.06034250557422638,0.33770751953125,0.6968095302581787,0.07656748592853546,0.39130502939224243,0.6726993918418884
66,0.0,0.31548750400543213,0.3768399953842163,0.0886177271604538,0.3200250267982483,0.3707900047302246,0.07348562777042389
67,0.0,0.034987494349479675,0.4364050030708313,0.8515567779541016,0.020659998059272766,0.5070800185203552,0.9217039346694946
68,0.0,0.3624575138092041,0.449055016040802,0.10671123117208481,0.34694749116897583,0.42518502473831177,0.10132656246423721
69,1.0,0.18940000236034393,0.38566750288009644,0.34129470586776733,0.19418500363826752,0.3701850175857544,0.3118521571159363
70,0.0,0.466902494430542,0.5655175447463989,0.09551834315061569,0.41484498977661133,0.5090050101280212,0.10192132741212845
71,1.0,0.05852748453617096,0.30745750665664673,0.6801645755767822,0.06903250515460968,0.33143752813339233,0.6552426815032959
72,0.0,0.12315250933170319,0.22627748548984528,0.295123428106308,0.13957001268863678,0.25130248069763184,0.2858540117740631
73,1.0,0.24717749655246735,0.4640974998474121,0.3049734830856323,0.2614225149154663,0.47196251153945923,0.28707975149154663
74,0.0,0.1638524979352951,0.3024800419807434,0.29727184772491455,0.14974500238895416,0.27025002241134644,0.28692013025283813
75,1.0,0.043209999799728394,0.37956249713897705,0.7955874800682068,0.05869249999523163,0.43516749143600464,0.7623111009597778
76,0.0,0.07307501137256622,0.29667752981185913,0.6047356128692627,0.07687000930309296,0.3197774887084961,0.6124013662338257
77,0.0,0.036939993500709534,0.2710750102996826,0.7601416110992432,0.022337496280670166,0.13638000190258026,0.7185251116752625
78,0.0,0.3221150040626526,0.40420252084732056,0.11301877349615097,0.3449125289916992,0.4347274899482727,0.11520054936408997
79,1.0,0.025417491793632507,0.40060001611709595,0.880673885345459,0.02753499150276184,0.4325824975967407,0.8803132176399231
80,0.0,0.05756498873233795,0.2710474729537964,0.6496481895446777,0.042934998869895935,0.2278449982404709,0.6828790903091431
81,0.0,0.18502749502658844,0.20240749418735504,0.0448591373860836,0.1815900057554245,0.20342500507831573,0.0567120723426342
82,0.0,0.0431549996137619,0.28056252002716064,0.7333786487579346,0.05605249106884003,0.3143875002861023,0.6973733901977539
83,0.0,0.03814999759197235,0.38269752264022827,0.8186991214752197,0.027480006217956543,0.4456174969673157,0.8838294148445129
84,0.0,0.3371025323867798,0.4035699963569641,0.08973933756351471,0.3506050109863281,0.41055500507354736,0.07876135408878326
85,1.0,0.08000500500202179,0.3339950442314148,0.6135025024414062,0.08935500681400299,0.3162025213241577,0.5593473315238953
86,1.0,0.0758800059556961,0.34331750869750977,0.6379749774932861,0.07764001190662384,0.35907500982284546,0.6444362998008728
87,1.0,0.06039749085903168,0.5105175375938416,0.7884185910224915,0.042934998869895935,0.49187248945236206,0.8394374847412109
88,0.0,0.39688754081726074,0.47707754373550415,0.0917542427778244,0.4132224917411804,0.49553000926971436,0.09057198464870453
89,0.0,0.08646748960018158,0.3828350305557251,0.6315063238143921,0.03339250385761261,0.3013800382614136,0.8005064129829407
90,0.0,0.2968975305557251,0.4015899896621704,0.14988450706005096,0.2591400146484375,0.34499502182006836,0.14211228489875793
91,0.0,0.3763999938964844,0.47982752323150635,0.12079444527626038,0.39328503608703613,0.47047752141952515,0.08936771750450134
92,0.0,0.17394499480724335,0.1938825100660324,0.05420343950390816,0.16742749512195587,0.19377250969409943,0.07293747365474701
93,0.0,0.04906749725341797,0.3560500144958496,0.7577616572380066,0.049892500042915344,0.3422999978065491,0.7455714344978333
94,0.0,0.048022493720054626,0.42911750078201294,0.7987068295478821,0.06611751019954681,0.4175950288772583,0.7266247272491455
95,0.0,0.02879999577999115,0.3261849880218506,0.8377395868301392,0.02580249309539795,0.12120001018047333,0.6489516496658325
96,1.0,0.09848500788211823,0.2772349715232849,0.47575315833091736,0.11825750768184662,0.25419002771377563,0.3649708926677704
97,1.0,0.09477250277996063,0.47361254692077637,0.6665199995040894,0.11102499067783356,0.5088950395584106,0.6418086886405945
98,1.0,0.06807000935077667,0.4850800037384033,0.7538823485374451,0.08008749783039093,0.4520525336265564,0.6989984512329102
99,0.0,0.46533501148223877,0.5633450150489807,0.09527743607759476,0.4557650089263916,0.5351850390434265,0.08014534413814545
100,0.0,0.475427508354187,0.6153200268745422,0.1282537877559662,0.49811500310897827,0.6197200417518616,0.1087862104177475
101,0.0,0.4930275082588196,0.5918624997138977,0.09110139310359955,0.49954503774642944,0.5839975476264954,0.07794110476970673
102,1.0,0.06763000786304474,0.3008025288581848,0.6328771114349365,0.36086249351501465,0.5145600438117981,0.1755695641040802
103,0.0,0.1066799908876419,0.4296950101852417,0.6022186875343323,0.1150125116109848,0.38555753231048584,0.5404738187789917
104,0.0,0.2906550168991089,0.42672502994537354,0.18967632949352264,0.2947250008583069,0.42697250843048096,0.18324506282806396
105,0.0,0.427715003490448,0.5090875029563904,0.08686196058988571,0.4318125247955322,0.4890674948692322,0.06217418983578682
106,0.0,0.021292492747306824,0.28509998321533203,0.8610115647315979,0.0210999995470047,0.27965497970581055,0.859686553478241
107,0.0,0.2472599893808365,0.30759501457214355,0.10874016582965851,0.2543550133705139,0.3238750100135803,0.12022896111011505
108,0.0,0.09042750298976898,0.23004500567913055,0.4356614053249359,0.06540249288082123,0.15208248794078827,0.3985562324523926
109,1.0,0.05962748825550079,0.3849525451660156,0.731758177280426,0.07296501100063324,0.3727700114250183,0.6726080775260925
110,1.0,0.024729996919631958,0.5755550265312195,0.9176056981086731,0.025609999895095825,0.5293000340461731,0.9076966643333435
111,1.0,0.1164424866437912,0.2582324743270874,0.3784346282482147,0.11468251049518585,0.23221750557422638,0.33881518244743347
112,0.0,0.3098224997520447,0.3996925354003906,0.12666402757167816,0.34031999111175537,0.417044997215271,0.10130519419908524
113,0.0,0.34480249881744385,0.4163300395011902,0.09397514164447784,0.33647000789642334,0.4020025134086609,0.08874061703681946
114,0.0,0.1223825067281723,0.30465251207351685,0.4268268048763275,0.1320350021123886,0.2787474989891052,0.3571537137031555
115,0.0,0.15356750786304474,0.2612299919128418,0.25955432653427124,0.1571974903345108,0.24676500260829926,0.22172234952449799
116,0.0,0.4588175415992737,0.5716500282287598,0.10949640721082687,0.48480498790740967,0.5726400017738342,0.08306343108415604
117,0.0,0.155877485871315,0.23023749887943268,0.19258515536785126,0.14674751460552216,0.2052675038576126,0.16624288260936737
118,0.0,0.17169000208377838,0.3426024913787842,0.33232545852661133,0.17988498508930206,0.3130950331687927,0.27021390199661255
119,1.0,0.04766499996185303,0.2962375283241272,0.7227993607521057,0.04838000237941742,0.3095475435256958,0.7296658754348755
120,0.0,0.09257249534130096,0.20325998961925507,0.3741559684276581,0.09554250538349152,0.21709249913692474,0.3887920081615448
121,0.0,0.12257499992847443,0.43368250131607056,0.559286892414093,0.15728001296520233,0.41061002016067505,0.44608986377716064
122,1.0,0.06350500881671906,0.39317500591278076,0.7218840718269348,0.049892500042915344,0.32827502489089966,0.7361355423927307
123,1.0,0.06471501290798187,0.3731275200843811,0.7043913006782532,0.051130011677742004,0.31933748722076416,0.7239704132080078
124,0.0,0.4505675435066223,0.5523450374603271,0.10148192197084427,0.4561775326728821,0.5261375308036804,0.07121951133012772
125,0.0,0.07574249804019928,0.2140675038099289,0.47729548811912537,0.0799499899148941,0.20331500470638275,0.4355109632015228
126,0.0,0.05157001316547394,0.3067700266838074,0.71217280626297,0.0762924998998642,0.33451753854751587,0.6285752058029175
127,1.0,0.04398000240325928,0.4266425371170044,0.8130986094474792,0.07458750903606415,0.40288251638412476,0.6875719428062439
