,Class,red_ls8,nir_ls8,NDVI_ls8,red_ls7,nir_ls7,NDVI_ls7
0,0.0,0.052339985966682434,0.33641499280929565,0.7307302951812744,0.0678500086069107,0.3256075382232666,0.6551089286804199
1,0.0,0.43709254264831543,0.5263025164604187,0.09259957820177078,0.4457550048828125,0.5140100121498108,0.0711163729429245
2,0.0,0.037902504205703735,0.2194574922323227,0.705451488494873,0.0454925000667572,0.24687500298023224,0.6887991428375244
3,0.0,0.14512498676776886,0.5187950134277344,0.5628238916397095,0.06333999335765839,0.36303502321243286,0.7028906345367432
4,0.0,0.04857249557971954,0.2818549871444702,0.7060021162033081,0.05310998857021332,0.29346001148223877,0.6935107111930847
5,0.0,0.32126253843307495,0.43494749069213867,0.1503351479768753,0.21618498861789703,0.32126253843307495,0.19551220536231995
6,1.0,0.06215749680995941,0.2607349753379822,0.6149956583976746,0.07483498752117157,0.2503125071525574,0.5396859049797058
7,0.0,0.0381225049495697,0.49222999811172485,0.8562371730804443,0.03207249939441681,0.4503750205039978,0.867042601108551
8,0.0,0.02717749774456024,0.29835498332977295,0.8330273628234863,0.028167501091957092,0.2700849771499634,0.8111164569854736
9,0.0,0.16363249719142914,0.24855248630046844,0.20602397620677948,0.14889250695705414,0.22457249462604523,0.2026427835226059
10,0.0,0.0444750040769577,0.28468751907348633,0.729768693447113,0.03735250234603882,0.2515774965286255,0.7414425611495972
11,1.0,0.043925002217292786,0.4417949914932251,0.819134533405304,0.04766499996185303,0.38646501302719116,0.780411422252655
12,1.0,0.02470250427722931,0.36696749925613403,0.8738607168197632,0.030422493815422058,0.32131749391555786,0.827017068862915
13,0.0,0.3105649948120117,0.38322001695632935,0.10472267121076584,0.37260502576828003,0.43566250801086426,0.07801561057567596
14,1.0,0.03347499668598175,0.404229998588562,0.8470431566238403,0.048270002007484436,0.43819254636764526,0.8015469312667847
15,1.0,0.10662500560283661,0.3228025436401367,0.5034086108207703,0.11130000650882721,0.2990425229072571,0.4575263559818268
16,1.0,0.11094249784946442,0.3276975154876709,0.4941524267196655,0.13902001082897186,0.32731252908706665,0.4037730395793915
17,1.0,0.044255003333091736,0.5253125429153442,0.8446013331413269,0.04598750174045563,0.5204175114631653,0.8376162648200989
18,1.0,0.026875004172325134,0.46910250186920166,0.891628086566925,0.02885499596595764,0.46407002210617065,0.8829233646392822
19,0.0,0.4279625415802002,0.528777539730072,0.10537344217300415,0.4472125172615051,0.5476975440979004,0.10099910944700241
20,0.0,0.4604949951171875,0.5733275413513184,0.10914111882448196,0.5078225135803223,0.6123775243759155,0.09333601593971252
21,1.0,0.19586248695850372,0.4154224991798401,0.359177827835083,0.19847498834133148,0.42768752574920654,0.36605918407440186
22,0.0,0.04931500554084778,0.26246750354766846,0.6836576461791992,0.039332494139671326,0.21544249355793,0.6912373900413513
23,0.0,0.08253501355648041,0.20309500396251678,0.4220844507217407,0.0979899913072586,0.2183849960565567,0.3805452585220337
