# Class blue_S1 green_S1 red_S1 nir_S1 swir_1_S1 swir_2_S1 red_edge_1_S1 red_edge_2_S1 red_edge_3_S1 bcdev_S1 edev_S1 sdev_S1 NDVI_S1 LAI_S1 MNDWI_S1 rain_S1 blue_S2 green_S2 red_S2 nir_S2 swir_1_S2 swir_2_S2 red_edge_1_S2 red_edge_2_S2 red_edge_3_S2 bcdev_S2 edev_S2 sdev_S2 NDVI_S2 LAI_S2 MNDWI_S2 rain_S2 slope
1.000000 0.049550 0.087500 0.077100 0.348150 0.260950 0.145100 0.149800 0.278650 0.317700 2.834459 2.382782 6.130975 0.632720 1.585562 -0.500416 304.926361 0.055400 0.089350 0.086700 0.368500 0.251700 0.139850 0.155350 0.298750 0.348850 3.041499 2.616478 6.598085 0.617294 1.609514 -0.475815 302.556152 13.994997
1.000000 0.031950 0.054550 0.051850 0.285500 0.176300 0.100850 0.093900 0.232150 0.285250 2.418844 2.179696 6.680645 0.691931 1.434643 -0.526421 305.926880 0.051500 0.085350 0.094250 0.284700 0.229600 0.157300 0.150900 0.249900 0.275600 1.883946 1.695621 4.018608 0.502412 1.060269 -0.459988 301.977722 13.333333
1.000000 0.085050 0.104750 0.125700 0.324350 0.316450 0.253800 0.159400 0.240650 0.290400 2.446421 1.945196 5.451630 0.440154 1.121921 -0.499584 168.649033 0.094600 0.112300 0.131400 0.353900 0.314600 0.248850 0.168350 0.255300 0.308850 2.784473 2.277075 6.825812 0.458255 1.285460 -0.471023 181.602386 4.249183
0.000000 0.023300 0.037500 0.046950 0.112100 0.214400 0.154050 0.071150 0.094650 0.106500 2.509096 2.856932 6.325561 0.409063 0.364523 -0.702284 221.577881 0.031350 0.044050 0.050550 0.128850 0.208950 0.148200 0.075200 0.106650 0.118600 2.629877 2.833995 6.331484 0.434531 0.474491 -0.653835 231.224121 18.190733
1.000000 0.148800 0.208000 0.263900 0.357600 0.488700 0.437100 0.291000 0.311100 0.328400 3.494597 2.722801 7.887921 0.150764 0.346393 -0.380952 167.286484 0.132100 0.183900 0.230400 0.369300 0.430500 0.370000 0.256200 0.310800 0.333500 2.844471 2.100458 7.407567 0.246720 0.648367 -0.400635 172.002701 1.863390
0.000000 0.115400 0.169700 0.231000 0.294250 0.436750 0.393600 0.259550 0.267500 0.281150 3.593404 3.000988 8.905862 0.120421 0.197685 -0.438770 106.475708 0.099950 0.151650 0.198550 0.323150 0.380500 0.324300 0.242500 0.284000 0.301400 3.011345 2.311523 6.759891 0.238829 0.523458 -0.428411 93.347137 2.357023
1.000000 0.108550 0.155750 0.202700 0.284900 0.418700 0.366850 0.225800 0.249100 0.263600 2.949926 2.410153 7.851301 0.168672 0.319199 -0.459583 171.840088 0.094400 0.134050 0.170300 0.291050 0.374350 0.316850 0.204650 0.246900 0.264300 2.871171 2.295691 6.627639 0.262992 0.562579 -0.473900 182.449844 4.750731
0.000000 0.014800 0.033650 0.040900 0.146850 0.199550 0.142500 0.077350 0.117800 0.133850 2.483592 2.832060 6.078455 0.555331 0.599975 -0.711403 169.691818 0.025350 0.041800 0.044000 0.157900 0.178650 0.129600 0.076300 0.126950 0.142400 2.306185 2.540278 6.517744 0.555904 0.687821 -0.621169 174.683746 2.500000
1.000000 0.098450 0.148550 0.201550 0.330350 0.398700 0.349150 0.247150 0.290800 0.314950 2.379427 1.660979 5.677678 0.243421 0.531949 -0.458590 171.937225 0.150600 0.227550 0.299050 0.469800 0.498050 0.446050 0.354850 0.425300 0.447400 2.250002 1.077039 4.778846 0.221687 0.604583 -0.372871 182.775040 0.416667
1.000000 0.028200 0.062950 0.079050 0.256250 0.232450 0.166150 0.117100 0.206700 0.242400 2.105545 1.914040 3.868692 0.524413 0.928161 -0.573874 175.028839 0.039400 0.075150 0.083900 0.345300 0.231350 0.150850 0.136450 0.266850 0.319200 1.793912 1.462372 3.327635 0.609046 1.404285 -0.509473 190.638641 4.333446
