index,SOS,vSOS,POS,vPOS,EOS,vEOS,Trough,LOS,AOS,ROG,ROS
2020,110,0.49881744,166,0.6915291,362,0.5226296,0.49881744,252,0.19271165,0.0034412795,-0.0008617321
