index,SOS,vSOS,POS,vPOS,EOS,vEOS,Trough,LOS,AOS,ROG,ROS
2017,113,0.2381878,267,0.62864643,365,0.50701976,0.2381878,252,0.3904586,0.0025354456,-0.001241088
