index,SOS,vSOS,POS,vPOS,EOS,vEOS,Trough,LOS,AOS,ROG,ROS
2018,56,0.2874141,196,0.66736114,336,0.34514207,0.2874141,280,0.37994707,0.0027139075,-0.002301565
