,spatial_ref,MNDWI,X,Y
183,32639,-0.39367947,354255.0,828645.0
184,32639,-0.38856888,354285.0,828645.0
185,32639,-0.38428348,354315.0,828645.0
186,32639,-0.38407388,354345.0,828645.0
187,32639,-0.38612056,354375.0,828645.0
188,32639,-0.38223502,354405.0,828645.0
189,32639,-0.37427533,354435.0,828645.0
190,32639,-0.37421098,354465.0,828645.0
191,32639,-0.37975556,354495.0,828645.0
192,32639,-0.3849601,354525.0,828645.0
193,32639,-0.38445362,354555.0,828645.0
194,32639,-0.38676384,354585.0,828645.0
195,32639,-0.39493987,354615.0,828645.0
196,32639,-0.3962304,354645.0,828645.0
197,32639,-0.3919201,354675.0,828645.0
198,32639,-0.39541367,354705.0,828645.0
199,32639,-0.40871182,354735.0,828645.0
200,32639,-0.40921748,354765.0,828645.0
201,32639,-0.390282,354795.0,828645.0
202,32639,-0.38900208,354825.0,828645.0
203,32639,-0.39277655,354855.0,828645.0
204,32639,-0.3808657,354885.0,828645.0
205,32639,-0.37221292,354915.0,828645.0
206,32639,-0.36708924,354945.0,828645.0
207,32639,-0.36879224,354975.0,828645.0
208,32639,-0.38073593,355005.0,828645.0
209,32639,-0.3882036,355035.0,828645.0
210,32639,-0.3959541,355065.0,828645.0
211,32639,-0.40640634,355095.0,828645.0
212,32639,-0.40391213,355125.0,828645.0
213,32639,-0.40680695,355155.0,828645.0
214,32639,-0.41765743,355185.0,828645.0
215,32639,-0.41738322,355215.0,828645.0
216,32639,-0.40826988,355245.0,828645.0
217,32639,-0.39644963,355275.0,828645.0
218,32639,-0.3883069,355305.0,828645.0
219,32639,-0.3833597,355335.0,828645.0
220,32639,-0.3858205,355365.0,828645.0
221,32639,-0.39059594,355395.0,828645.0
222,32639,-0.38946807,355425.0,828645.0
223,32639,-0.37388694,355455.0,828645.0
224,32639,-0.3535951,355485.0,828645.0
225,32639,-0.34240633,355515.0,828645.0
226,32639,-0.3351264,355545.0,828645.0
227,32639,-0.33221334,355575.0,828645.0
228,32639,-0.33256343,355605.0,828645.0
229,32639,-0.34248134,355635.0,828645.0
230,32639,-0.36201358,355665.0,828645.0
231,32639,-0.37473398,355695.0,828645.0
232,32639,-0.37693423,355725.0,828645.0
233,32639,-0.37026325,355755.0,828645.0
234,32639,-0.35645774,355785.0,828645.0
235,32639,-0.34450334,355815.0,828645.0
236,32639,-0.34467787,355845.0,828645.0
237,32639,-0.35720316,355875.0,828645.0
238,32639,-0.36013123,355905.0,828645.0
239,32639,-0.35941908,355935.0,828645.0
240,32639,-0.36720318,355965.0,828645.0
241,32639,-0.3673509,355995.0,828645.0
242,32639,-0.36100313,356025.0,828645.0
243,32639,-0.34803155,356055.0,828645.0
244,32639,-0.33005086,356085.0,828645.0
245,32639,-0.32159132,356115.0,828645.0
246,32639,-0.32694536,356145.0,828645.0
247,32639,-0.3321139,356175.0,828645.0
248,32639,-0.33373183,356205.0,828645.0
249,32639,-0.32952648,356235.0,828645.0
250,32639,-0.32612646,356265.0,828645.0
251,32639,-0.3295888,356295.0,828645.0
252,32639,-0.33228546,356325.0,828645.0
253,32639,-0.3342284,356355.0,828645.0
254,32639,-0.33801126,356385.0,828645.0
255,32639,-0.3402162,356415.0,828645.0
256,32639,-0.3286137,356445.0,828645.0
257,32639,-0.308089,356475.0,828645.0
258,32639,-0.27385214,356505.0,828645.0
259,32639,-0.17003159,356535.0,828645.0
260,32639,0.0958962,356565.0,828645.0
261,32639,0.4736807,356595.0,828645.0
262,32639,0.59742796,356625.0,828645.0
263,32639,0.6060947,356655.0,828645.0
264,32639,0.6081436,356685.0,828645.0
265,32639,0.59578,356715.0,828645.0
266,32639,0.59114397,356745.0,828645.0
267,32639,0.5653584,356775.0,828645.0
268,32639,0.546428,356805.0,828645.0
269,32639,0.5369759,356835.0,828645.0
270,32639,0.5151377,356865.0,828645.0
271,32639,0.51280254,356895.0,828645.0
272,32639,0.48126808,356925.0,828645.0
273,32639,0.47406775,356955.0,828645.0
274,32639,0.4701044,356985.0,828645.0
275,32639,0.46461916,357015.0,828645.0
276,32639,0.45516476,357045.0,828645.0
277,32639,0.4432462,357075.0,828645.0
278,32639,0.43155155,357105.0,828645.0
279,32639,0.53237814,357135.0,828645.0
280,32639,0.50609314,357165.0,828645.0
281,32639,0.49813297,357195.0,828645.0
282,32639,0.4791704,357225.0,828645.0
283,32639,0.4504016,357255.0,828645.0
284,32639,0.44383582,357285.0,828645.0
285,32639,0.42442292,357315.0,828645.0
286,32639,0.4256295,357345.0,828645.0
287,32639,0.5361622,357375.0,828645.0
288,32639,0.5171055,357405.0,828645.0
289,32639,0.40174893,357435.0,828645.0
290,32639,0.36829653,357465.0,828645.0
291,32639,0.3394808,357495.0,828645.0
292,32639,0.30847806,357525.0,828645.0
293,32639,0.24781726,357555.0,828645.0
294,32639,-0.38251624,357585.0,828645.0
295,32639,0.49294192,357615.0,828645.0
296,32639,0.39031532,357645.0,828645.0
297,32639,0.38767496,357675.0,828645.0
298,32639,-0.41648582,353235.0,828615.0
299,32639,-0.41318884,353265.0,828615.0
300,32639,-0.40247095,353295.0,828615.0
301,32639,-0.39680153,353325.0,828615.0
302,32639,-0.40243903,353355.0,828615.0
303,32639,-0.40990287,353385.0,828615.0
304,32639,-0.41996768,353415.0,828615.0
305,32639,-0.4348751,353445.0,828615.0
306,32639,-0.44487268,353475.0,828615.0
307,32639,-0.4453333,353505.0,828615.0
308,32639,-0.44172907,353535.0,828615.0
309,32639,-0.41637242,353565.0,828615.0
310,32639,-0.4024509,353595.0,828615.0
311,32639,-0.40513268,353625.0,828615.0
312,32639,-0.39655057,353655.0,828615.0
313,32639,-0.38860932,353685.0,828615.0
314,32639,-0.3957156,353715.0,828615.0
315,32639,-0.4145764,353745.0,828615.0
316,32639,-0.42541555,353775.0,828615.0
317,32639,-0.41221708,353805.0,828615.0
318,32639,-0.39096802,353835.0,828615.0
319,32639,-0.38432485,353865.0,828615.0
320,32639,-0.39219677,353895.0,828615.0
321,32639,-0.40017807,353925.0,828615.0
322,32639,-0.40373003,353955.0,828615.0
323,32639,-0.40008506,353985.0,828615.0
324,32639,-0.4101988,354015.0,828615.0
325,32639,-0.41598448,354045.0,828615.0
326,32639,-0.40468144,354075.0,828615.0
327,32639,-0.4001667,354105.0,828615.0
328,32639,-0.39284253,354135.0,828615.0
329,32639,-0.38649923,354165.0,828615.0
330,32639,-0.38721794,354195.0,828615.0
331,32639,-0.40016145,354225.0,828615.0
332,32639,-0.40168965,354255.0,828615.0
333,32639,-0.38511255,354285.0,828615.0
334,32639,-0.37517962,354315.0,828615.0
335,32639,-0.37620384,354345.0,828615.0
336,32639,-0.38029844,354375.0,828615.0
337,32639,-0.38097182,354405.0,828615.0
338,32639,-0.37891868,354435.0,828615.0
339,32639,-0.37801576,354465.0,828615.0
340,32639,-0.37930983,354495.0,828615.0
341,32639,-0.38565725,354525.0,828615.0
342,32639,-0.39050683,354555.0,828615.0
343,32639,-0.3906406,354585.0,828615.0
344,32639,-0.3842793,354615.0,828615.0
345,32639,-0.37788102,354645.0,828615.0
346,32639,-0.37974593,354675.0,828615.0
347,32639,-0.39043778,354705.0,828615.0
348,32639,-0.4048303,354735.0,828615.0
349,32639,-0.4051814,354765.0,828615.0
350,32639,-0.3926568,354795.0,828615.0
351,32639,-0.4018374,354825.0,828615.0
352,32639,-0.4085216,354855.0,828615.0
353,32639,-0.40720424,354885.0,828615.0
354,32639,-0.40934703,354915.0,828615.0
355,32639,-0.40402117,354945.0,828615.0
356,32639,-0.39054772,354975.0,828615.0
357,32639,-0.38718584,355005.0,828615.0
358,32639,-0.3892756,355035.0,828615.0
359,32639,-0.39493403,355065.0,828615.0
360,32639,-0.40708944,355095.0,828615.0
361,32639,-0.40635008,355125.0,828615.0
362,32639,-0.41136658,355155.0,828615.0
363,32639,-0.42211655,355185.0,828615.0
364,32639,-0.42175302,355215.0,828615.0
365,32639,-0.41585785,355245.0,828615.0
366,32639,-0.40468544,355275.0,828615.0
367,32639,-0.38500878,355305.0,828615.0
368,32639,-0.3777521,355335.0,828615.0
369,32639,-0.38906938,355365.0,828615.0
370,32639,-0.39596477,355395.0,828615.0
371,32639,-0.38474548,355425.0,828615.0
372,32639,-0.36373535,355455.0,828615.0
373,32639,-0.3494488,355485.0,828615.0
374,32639,-0.3431169,355515.0,828615.0
375,32639,-0.33518356,355545.0,828615.0
376,32639,-0.3295363,355575.0,828615.0
377,32639,-0.3271855,355605.0,828615.0
378,32639,-0.33454904,355635.0,828615.0
379,32639,-0.3560254,355665.0,828615.0
380,32639,-0.37409922,355695.0,828615.0
381,32639,-0.37721604,355725.0,828615.0
382,32639,-0.3672453,355755.0,828615.0
383,32639,-0.356528,355785.0,828615.0
384,32639,-0.35001448,355815.0,828615.0
385,32639,-0.35060623,355845.0,828615.0
386,32639,-0.36135548,355875.0,828615.0
387,32639,-0.3663705,355905.0,828615.0
388,32639,-0.36745352,355935.0,828615.0
389,32639,-0.36715138,355965.0,828615.0
390,32639,-0.3629905,355995.0,828615.0
391,32639,-0.35895175,356025.0,828615.0
392,32639,-0.34827524,356055.0,828615.0
393,32639,-0.329455,356085.0,828615.0
394,32639,-0.31926125,356115.0,828615.0
395,32639,-0.3223531,356145.0,828615.0
396,32639,-0.3307146,356175.0,828615.0
397,32639,-0.33449733,356205.0,828615.0
398,32639,-0.32703507,356235.0,828615.0
399,32639,-0.32311597,356265.0,828615.0
400,32639,-0.3286865,356295.0,828615.0
401,32639,-0.33552137,356325.0,828615.0
402,32639,-0.33541104,356355.0,828615.0
403,32639,-0.33912632,356385.0,828615.0
404,32639,-0.33650377,356415.0,828615.0
405,32639,-0.32219303,356445.0,828615.0
406,32639,-0.30645177,356475.0,828615.0
407,32639,-0.2519067,356505.0,828615.0
408,32639,-0.07353223,356535.0,828615.0
409,32639,0.30108756,356565.0,828615.0
410,32639,0.5716792,356595.0,828615.0
411,32639,0.606576,356625.0,828615.0
412,32639,0.61747575,356655.0,828615.0
413,32639,0.6094767,356685.0,828615.0
414,32639,0.5913414,356715.0,828615.0
415,32639,0.42828298,356745.0,828615.0
416,32639,0.5575474,356775.0,828615.0
417,32639,0.5393917,356805.0,828615.0
418,32639,0.53210855,356835.0,828615.0
419,32639,0.5132826,356865.0,828615.0
420,32639,0.4782178,356895.0,828615.0
421,32639,0.4778989,356925.0,828615.0
422,32639,0.47254294,356955.0,828615.0
423,32639,0.4686353,356985.0,828615.0
424,32639,0.46201828,357015.0,828615.0
425,32639,0.45219097,357045.0,828615.0
426,32639,0.43998313,357075.0,828615.0
427,32639,0.4263968,357105.0,828615.0
428,32639,0.4165691,357135.0,828615.0
429,32639,0.49953917,357165.0,828615.0
430,32639,0.4877306,357195.0,828615.0
431,32639,0.46943748,357225.0,828615.0
432,32639,0.44766957,357255.0,828615.0
433,32639,0.43332925,357285.0,828615.0
434,32639,0.4151685,357315.0,828615.0
435,32639,0.39927378,357345.0,828615.0
436,32639,0.3886644,357375.0,828615.0
437,32639,0.37329984,357405.0,828615.0
438,32639,0.3622088,357435.0,828615.0
439,32639,0.34967563,357465.0,828615.0
440,32639,0.32233414,357495.0,828615.0
441,32639,0.29278305,357525.0,828615.0
442,32639,0.23498875,357555.0,828615.0
443,32639,-0.16628711,357585.0,828615.0
444,32639,0.48359483,357615.0,828615.0
445,32639,0.37826502,357645.0,828615.0
446,32639,0.36298963,357675.0,828615.0
447,32639,-0.41593048,353235.0,828585.0
448,32639,-0.41436073,353265.0,828585.0
449,32639,-0.40714958,353295.0,828585.0
450,32639,-0.40245354,353325.0,828585.0
451,32639,-0.40724578,353355.0,828585.0
452,32639,-0.41611737,353385.0,828585.0
453,32639,-0.428838,353415.0,828585.0
454,32639,-0.4417372,353445.0,828585.0
455,32639,-0.44629246,353475.0,828585.0
456,32639,-0.4423769,353505.0,828585.0
457,32639,-0.43203107,353535.0,828585.0
458,32639,-0.4042291,353565.0,828585.0
459,32639,-0.39694777,353595.0,828585.0
460,32639,-0.4033455,353625.0,828585.0
461,32639,-0.3960619,353655.0,828585.0
462,32639,-0.39378238,353685.0,828585.0
463,32639,-0.40437186,353715.0,828585.0
464,32639,-0.42509097,353745.0,828585.0
465,32639,-0.4292622,353775.0,828585.0
466,32639,-0.40834787,353805.0,828585.0
467,32639,-0.38787094,353835.0,828585.0
468,32639,-0.3856737,353865.0,828585.0
469,32639,-0.39029384,353895.0,828585.0
470,32639,-0.3922178,353925.0,828585.0
471,32639,-0.39986634,353955.0,828585.0
472,32639,-0.40236247,353985.0,828585.0
473,32639,-0.40428013,354015.0,828585.0
474,32639,-0.40826938,354045.0,828585.0
475,32639,-0.41287282,354075.0,828585.0
476,32639,-0.40988135,354105.0,828585.0
477,32639,-0.39242747,354135.0,828585.0
478,32639,-0.3856993,354165.0,828585.0
479,32639,-0.39327505,354195.0,828585.0
480,32639,-0.40508968,354225.0,828585.0
481,32639,-0.39739016,354255.0,828585.0
482,32639,-0.3756575,354285.0,828585.0
483,32639,-0.36626413,354315.0,828585.0
484,32639,-0.37209272,354345.0,828585.0
485,32639,-0.37894472,354375.0,828585.0
486,32639,-0.3815284,354405.0,828585.0
487,32639,-0.3814479,354435.0,828585.0
488,32639,-0.3787938,354465.0,828585.0
489,32639,-0.37942877,354495.0,828585.0
490,32639,-0.38792932,354525.0,828585.0
491,32639,-0.3972949,354555.0,828585.0
492,32639,-0.39549643,354585.0,828585.0
493,32639,-0.3783131,354615.0,828585.0
494,32639,-0.37155685,354645.0,828585.0
495,32639,-0.384995,354675.0,828585.0
496,32639,-0.39685628,354705.0,828585.0
497,32639,-0.40153268,354735.0,828585.0
498,32639,-0.3986765,354765.0,828585.0
499,32639,-0.40170315,354795.0,828585.0
500,32639,-0.41331768,354825.0,828585.0
501,32639,-0.42212698,354855.0,828585.0
502,32639,-0.43012014,354885.0,828585.0
503,32639,-0.43622187,354915.0,828585.0
504,32639,-0.42843202,354945.0,828585.0
505,32639,-0.4025389,354975.0,828585.0
506,32639,-0.3861019,355005.0,828585.0
507,32639,-0.38196072,355035.0,828585.0
508,32639,-0.3953771,355065.0,828585.0
509,32639,-0.41610438,355095.0,828585.0
510,32639,-0.41480318,355125.0,828585.0
511,32639,-0.41719386,355155.0,828585.0
512,32639,-0.4253049,355185.0,828585.0
513,32639,-0.4277787,355215.0,828585.0
514,32639,-0.4203004,355245.0,828585.0
515,32639,-0.40244102,355275.0,828585.0
516,32639,-0.37733844,355305.0,828585.0
517,32639,-0.37737307,355335.0,828585.0
518,32639,-0.39436463,355365.0,828585.0
519,32639,-0.39214218,355395.0,828585.0
520,32639,-0.3743505,355425.0,828585.0
521,32639,-0.35534388,355455.0,828585.0
522,32639,-0.34657347,355485.0,828585.0
523,32639,-0.3432195,355515.0,828585.0
524,32639,-0.3400919,355545.0,828585.0
525,32639,-0.33612174,355575.0,828585.0
526,32639,-0.32965297,355605.0,828585.0
527,32639,-0.33062556,355635.0,828585.0
528,32639,-0.35089254,355665.0,828585.0
529,32639,-0.3744268,355695.0,828585.0
530,32639,-0.37530184,355725.0,828585.0
531,32639,-0.36174017,355755.0,828585.0
532,32639,-0.3567913,355785.0,828585.0
533,32639,-0.35629603,355815.0,828585.0
534,32639,-0.35928512,355845.0,828585.0
535,32639,-0.36501953,355875.0,828585.0
536,32639,-0.36692572,355905.0,828585.0
537,32639,-0.36473048,355935.0,828585.0
538,32639,-0.36023206,355965.0,828585.0
539,32639,-0.35675484,355995.0,828585.0
540,32639,-0.35536605,356025.0,828585.0
541,32639,-0.34615415,356055.0,828585.0
542,32639,-0.3285162,356085.0,828585.0
543,32639,-0.31967628,356115.0,828585.0
544,32639,-0.3225476,356145.0,828585.0
545,32639,-0.3287758,356175.0,828585.0
546,32639,-0.33090067,356205.0,828585.0
547,32639,-0.32576838,356235.0,828585.0
548,32639,-0.32265952,356265.0,828585.0
549,32639,-0.32769394,356295.0,828585.0
550,32639,-0.33625817,356325.0,828585.0
551,32639,-0.3358291,356355.0,828585.0
552,32639,-0.3375086,356385.0,828585.0
553,32639,-0.33237556,356415.0,828585.0
554,32639,-0.31901065,356445.0,828585.0
555,32639,-0.29255813,356475.0,828585.0
556,32639,-0.20019652,356505.0,828585.0
557,32639,0.054571934,356535.0,828585.0
558,32639,0.47195923,356565.0,828585.0
559,32639,0.5786482,356595.0,828585.0
560,32639,0.61009055,356625.0,828585.0
561,32639,0.62133664,356655.0,828585.0
562,32639,0.6077632,356685.0,828585.0
563,32639,0.5863497,356715.0,828585.0
564,32639,0.4614792,356745.0,828585.0
565,32639,0.5551443,356775.0,828585.0
566,32639,0.53275484,356805.0,828585.0
567,32639,0.5271499,356835.0,828585.0
568,32639,0.5174815,356865.0,828585.0
569,32639,0.48442748,356895.0,828585.0
570,32639,0.4764043,356925.0,828585.0
571,32639,0.47166398,356955.0,828585.0
572,32639,0.46510902,356985.0,828585.0
573,32639,0.4583222,357015.0,828585.0
574,32639,0.44797876,357045.0,828585.0
575,32639,0.434959,357075.0,828585.0
576,32639,0.42244545,357105.0,828585.0
577,32639,0.41342628,357135.0,828585.0
578,32639,0.4046106,357165.0,828585.0
579,32639,0.4737801,357195.0,828585.0
580,32639,0.45833877,357225.0,828585.0
581,32639,0.44198716,357255.0,828585.0
582,32639,0.42416018,357285.0,828585.0
583,32639,0.34272632,357315.0,828585.0
584,32639,0.331539,357345.0,828585.0
585,32639,0.3210337,357375.0,828585.0
586,32639,0.31017467,357405.0,828585.0
587,32639,0.29605916,357435.0,828585.0
588,32639,0.33761016,357465.0,828585.0
589,32639,0.3128949,357495.0,828585.0
590,32639,0.28420472,357525.0,828585.0
591,32639,0.20917495,357555.0,828585.0
592,32639,-0.22670601,357585.0,828585.0
593,32639,0.5268603,357615.0,828585.0
594,32639,0.38571742,357645.0,828585.0
595,32639,0.35785416,357675.0,828585.0
596,32639,-0.41339612,353235.0,828555.0
597,32639,-0.41105285,353265.0,828555.0
598,32639,-0.40750235,353295.0,828555.0
599,32639,-0.4074341,353325.0,828555.0
600,32639,-0.41750148,353355.0,828555.0
601,32639,-0.42935792,353385.0,828555.0
602,32639,-0.4385351,353415.0,828555.0
603,32639,-0.44342577,353445.0,828555.0
604,32639,-0.4410673,353475.0,828555.0
605,32639,-0.43857387,353505.0,828555.0
606,32639,-0.432791,353535.0,828555.0
607,32639,-0.40786645,353565.0,828555.0
608,32639,-0.39690375,353595.0,828555.0
609,32639,-0.40216318,353625.0,828555.0
610,32639,-0.3994394,353655.0,828555.0
611,32639,-0.40013668,353685.0,828555.0
612,32639,-0.41429642,353715.0,828555.0
613,32639,-0.43191487,353745.0,828555.0
614,32639,-0.42280617,353775.0,828555.0
615,32639,-0.4017183,353805.0,828555.0
616,32639,-0.39019784,353835.0,828555.0
617,32639,-0.3867759,353865.0,828555.0
618,32639,-0.38826418,353895.0,828555.0
619,32639,-0.38700825,353925.0,828555.0
620,32639,-0.39691347,353955.0,828555.0
621,32639,-0.40654686,353985.0,828555.0
622,32639,-0.40207642,354015.0,828555.0
623,32639,-0.40118584,354045.0,828555.0
624,32639,-0.41389427,354075.0,828555.0
625,32639,-0.41324,354105.0,828555.0
626,32639,-0.39354032,354135.0,828555.0
627,32639,-0.38587478,354165.0,828555.0
628,32639,-0.39194217,354195.0,828555.0
629,32639,-0.39321685,354225.0,828555.0
630,32639,-0.3808589,354255.0,828555.0
631,32639,-0.3678814,354285.0,828555.0
632,32639,-0.36673376,354315.0,828555.0
633,32639,-0.37389773,354345.0,828555.0
634,32639,-0.37892574,354375.0,828555.0
635,32639,-0.38119286,354405.0,828555.0
636,32639,-0.38370055,354435.0,828555.0
637,32639,-0.3813926,354465.0,828555.0
638,32639,-0.38575312,354495.0,828555.0
639,32639,-0.3959728,354525.0,828555.0
640,32639,-0.4015093,354555.0,828555.0
