spatial_ref,MNDWI,X,Y
32636,-0.54250836,594075.0,-2768535.0
32636,-0.5383448,594105.0,-2768535.0
32636,-0.5249349,594135.0,-2768535.0
32636,-0.52022785,594165.0,-2768535.0
32636,-0.5241538,594195.0,-2768535.0
32636,-0.52633005,594225.0,-2768535.0
32636,-0.53171784,594255.0,-2768535.0
32636,-0.5393146,594285.0,-2768535.0
32636,-0.54417914,594315.0,-2768535.0
32636,-0.54609317,594345.0,-2768535.0
32636,-0.5486681,594375.0,-2768535.0
32636,-0.5360006,594405.0,-2768535.0
32636,-0.5203047,594435.0,-2768535.0
32636,-0.5234319,594465.0,-2768535.0
32636,-0.5329097,594495.0,-2768535.0
32636,-0.52914006,594525.0,-2768535.0
32636,-0.5245728,594555.0,-2768535.0
32636,-0.52470464,594585.0,-2768535.0
32636,-0.53683954,594615.0,-2768535.0
32636,-0.5353556,594645.0,-2768535.0
32636,-0.52673227,594675.0,-2768535.0
32636,-0.5232974,594705.0,-2768535.0
32636,-0.5220024,594735.0,-2768535.0
32636,-0.52760065,594765.0,-2768535.0
32636,-0.5297744,594795.0,-2768535.0
32636,-0.52091616,594825.0,-2768535.0
32636,-0.5122893,594855.0,-2768535.0
32636,-0.51906824,594885.0,-2768535.0
32636,-0.53149295,594915.0,-2768535.0
32636,-0.5295944,594945.0,-2768535.0
32636,-0.5230443,594975.0,-2768535.0
32636,-0.51100194,595005.0,-2768535.0
32636,-0.5063729,595035.0,-2768535.0
32636,-0.5083497,595065.0,-2768535.0
32636,-0.5120784,595095.0,-2768535.0
32636,-0.51388025,595125.0,-2768535.0
32636,-0.517805,595155.0,-2768535.0
32636,-0.5228098,595185.0,-2768535.0
32636,-0.5239792,595215.0,-2768535.0
32636,-0.5321188,595245.0,-2768535.0
32636,-0.539148,595275.0,-2768535.0
32636,-0.54019845,595305.0,-2768535.0
32636,-0.532529,595335.0,-2768535.0
32636,-0.5227373,595365.0,-2768535.0
32636,-0.51946324,595395.0,-2768535.0
32636,-0.5212793,595425.0,-2768535.0
32636,-0.5206348,595455.0,-2768535.0
32636,-0.51905024,595485.0,-2768535.0
32636,-0.51577127,595515.0,-2768535.0
32636,-0.5164141,595545.0,-2768535.0
32636,-0.52153957,595575.0,-2768535.0
32636,-0.5293837,595605.0,-2768535.0
32636,-0.5347261,595635.0,-2768535.0
32636,-0.5398944,595665.0,-2768535.0
32636,-0.53426254,595695.0,-2768535.0
32636,-0.52057785,595725.0,-2768535.0
32636,-0.5249413,595755.0,-2768535.0
32636,-0.5402948,595785.0,-2768535.0
32636,-0.5468753,595815.0,-2768535.0
32636,-0.54877484,595845.0,-2768535.0
32636,-0.55018497,595875.0,-2768535.0
32636,-0.5456558,595905.0,-2768535.0
32636,-0.52895653,595935.0,-2768535.0
32636,-0.49871278,595965.0,-2768535.0
32636,-0.49467623,595995.0,-2768535.0
32636,-0.5125991,596025.0,-2768535.0
32636,-0.5219775,596055.0,-2768535.0
32636,-0.5281164,596085.0,-2768535.0
32636,-0.5300211,596115.0,-2768535.0
32636,-0.5225175,596145.0,-2768535.0
32636,-0.52291024,596175.0,-2768535.0
32636,-0.52790767,596205.0,-2768535.0
32636,-0.52754027,596235.0,-2768535.0
32636,-0.52504706,596265.0,-2768535.0
32636,-0.5162256,596295.0,-2768535.0
32636,-0.51258165,596325.0,-2768535.0
32636,-0.50871944,596355.0,-2768535.0
32636,-0.50178784,596385.0,-2768535.0
32636,-0.49850315,596415.0,-2768535.0
32636,-0.50760734,596445.0,-2768535.0
32636,-0.51727545,596475.0,-2768535.0
32636,-0.5135162,596505.0,-2768535.0
32636,-0.53847593,592455.0,-2768565.0
32636,-0.5430844,592485.0,-2768565.0
32636,-0.54523295,592515.0,-2768565.0
32636,-0.54214823,592545.0,-2768565.0
32636,-0.53739494,592575.0,-2768565.0
32636,-0.5350108,592605.0,-2768565.0
32636,-0.535969,592635.0,-2768565.0
32636,-0.5396422,592665.0,-2768565.0
32636,-0.54786956,592695.0,-2768565.0
32636,-0.5485649,592725.0,-2768565.0
32636,-0.52756655,592755.0,-2768565.0
32636,-0.50939035,592785.0,-2768565.0
32636,-0.5140239,592815.0,-2768565.0
32636,-0.51218116,592845.0,-2768565.0
32636,-0.48040098,592875.0,-2768565.0
32636,-0.4481626,592905.0,-2768565.0
32636,-0.44497636,592935.0,-2768565.0
32636,-0.449845,592965.0,-2768565.0
32636,-0.45365304,592995.0,-2768565.0
32636,-0.47370026,593025.0,-2768565.0
32636,-0.49678543,593055.0,-2768565.0
32636,-0.53171116,593085.0,-2768565.0
32636,-0.5494026,593115.0,-2768565.0
32636,-0.5440698,593145.0,-2768565.0
32636,-0.5384762,593175.0,-2768565.0
32636,-0.5354868,593205.0,-2768565.0
32636,-0.524808,593235.0,-2768565.0
32636,-0.52885807,593265.0,-2768565.0
32636,-0.5411129,593295.0,-2768565.0
32636,-0.54623485,593325.0,-2768565.0
32636,-0.5447409,593355.0,-2768565.0
32636,-0.53767914,593385.0,-2768565.0
32636,-0.53490007,593415.0,-2768565.0
32636,-0.53400296,593445.0,-2768565.0
32636,-0.5337455,593475.0,-2768565.0
32636,-0.5375825,593505.0,-2768565.0
32636,-0.5336841,593535.0,-2768565.0
32636,-0.5177607,593565.0,-2768565.0
32636,-0.5124113,593595.0,-2768565.0
32636,-0.5154003,593625.0,-2768565.0
32636,-0.52829695,593655.0,-2768565.0
32636,-0.536375,593685.0,-2768565.0
32636,-0.5388052,593715.0,-2768565.0
32636,-0.53190625,593745.0,-2768565.0
32636,-0.53033704,593775.0,-2768565.0
32636,-0.53518337,593805.0,-2768565.0
32636,-0.54151106,593835.0,-2768565.0
32636,-0.5409471,593865.0,-2768565.0
32636,-0.5394052,593895.0,-2768565.0
32636,-0.54081434,593925.0,-2768565.0
32636,-0.54375076,593955.0,-2768565.0
32636,-0.54493046,593985.0,-2768565.0
32636,-0.54364866,594015.0,-2768565.0
32636,-0.54276824,594045.0,-2768565.0
32636,-0.54285276,594075.0,-2768565.0
32636,-0.5357761,594105.0,-2768565.0
32636,-0.5148022,594135.0,-2768565.0
32636,-0.5113213,594165.0,-2768565.0
32636,-0.52012527,594195.0,-2768565.0
32636,-0.52568007,594225.0,-2768565.0
32636,-0.5328829,594255.0,-2768565.0
32636,-0.539837,594285.0,-2768565.0
32636,-0.5413087,594315.0,-2768565.0
32636,-0.5399605,594345.0,-2768565.0
32636,-0.54321635,594375.0,-2768565.0
32636,-0.5408339,594405.0,-2768565.0
32636,-0.52518773,594435.0,-2768565.0
32636,-0.52228314,594465.0,-2768565.0
32636,-0.5328044,594495.0,-2768565.0
32636,-0.53519106,594525.0,-2768565.0
32636,-0.53338635,594555.0,-2768565.0
32636,-0.53618824,594585.0,-2768565.0
32636,-0.5431048,594615.0,-2768565.0
32636,-0.53759396,594645.0,-2768565.0
32636,-0.53270954,594675.0,-2768565.0
32636,-0.53061503,594705.0,-2768565.0
32636,-0.5306818,594735.0,-2768565.0
32636,-0.5327956,594765.0,-2768565.0
32636,-0.51778793,594795.0,-2768565.0
32636,-0.5021686,594825.0,-2768565.0
32636,-0.5122035,594855.0,-2768565.0
32636,-0.52794206,594885.0,-2768565.0
32636,-0.52854186,594915.0,-2768565.0
32636,-0.5281846,594945.0,-2768565.0
32636,-0.5224307,594975.0,-2768565.0
32636,-0.5130148,595005.0,-2768565.0
32636,-0.5077547,595035.0,-2768565.0
32636,-0.50931853,595065.0,-2768565.0
32636,-0.5117895,595095.0,-2768565.0
32636,-0.5111739,595125.0,-2768565.0
32636,-0.5156833,595155.0,-2768565.0
32636,-0.52259094,595185.0,-2768565.0
32636,-0.5263153,595215.0,-2768565.0
32636,-0.5350325,595245.0,-2768565.0
32636,-0.54032075,595275.0,-2768565.0
32636,-0.5357078,595305.0,-2768565.0
32636,-0.528639,595335.0,-2768565.0
32636,-0.51658076,595365.0,-2768565.0
32636,-0.5122796,595395.0,-2768565.0
32636,-0.51700467,595425.0,-2768565.0
32636,-0.52068645,595455.0,-2768565.0
32636,-0.5210214,595485.0,-2768565.0
32636,-0.5158862,595515.0,-2768565.0
32636,-0.50605404,595545.0,-2768565.0
32636,-0.5088397,595575.0,-2768565.0
32636,-0.5219036,595605.0,-2768565.0
32636,-0.53196025,595635.0,-2768565.0
32636,-0.5393425,595665.0,-2768565.0
32636,-0.534648,595695.0,-2768565.0
32636,-0.5186673,595725.0,-2768565.0
32636,-0.51873624,595755.0,-2768565.0
32636,-0.5324181,595785.0,-2768565.0
32636,-0.5433586,595815.0,-2768565.0
32636,-0.5467045,595845.0,-2768565.0
32636,-0.5447671,595875.0,-2768565.0
32636,-0.54292464,595905.0,-2768565.0
32636,-0.5305192,595935.0,-2768565.0
32636,-0.4984096,595965.0,-2768565.0
32636,-0.49271384,595995.0,-2768565.0
32636,-0.5174692,596025.0,-2768565.0
32636,-0.5269134,596055.0,-2768565.0
32636,-0.52740675,596085.0,-2768565.0
32636,-0.52893656,596115.0,-2768565.0
32636,-0.52611536,596145.0,-2768565.0
32636,-0.52388614,596175.0,-2768565.0
32636,-0.5275709,596205.0,-2768565.0
32636,-0.5312448,596235.0,-2768565.0
32636,-0.52845985,596265.0,-2768565.0
32636,-0.5150432,596295.0,-2768565.0
32636,-0.5127659,596325.0,-2768565.0
32636,-0.51496416,596355.0,-2768565.0
32636,-0.5066047,596385.0,-2768565.0
32636,-0.5068799,596415.0,-2768565.0
32636,-0.51943797,596445.0,-2768565.0
32636,-0.5117374,596475.0,-2768565.0
32636,-0.5025702,596505.0,-2768565.0
32636,-0.53164965,592455.0,-2768595.0
32636,-0.5394302,592485.0,-2768595.0
32636,-0.54314345,592515.0,-2768595.0
32636,-0.54369396,592545.0,-2768595.0
32636,-0.53978616,592575.0,-2768595.0
32636,-0.5371891,592605.0,-2768595.0
32636,-0.5376315,592635.0,-2768595.0
32636,-0.54423344,592665.0,-2768595.0
32636,-0.5524768,592695.0,-2768595.0
32636,-0.5519888,592725.0,-2768595.0
32636,-0.54910314,592755.0,-2768595.0
32636,-0.5430057,592785.0,-2768595.0
32636,-0.5417631,592815.0,-2768595.0
32636,-0.5446139,592845.0,-2768595.0
32636,-0.5373347,592875.0,-2768595.0
32636,-0.5243589,592905.0,-2768595.0
32636,-0.52544975,592935.0,-2768595.0
32636,-0.5338475,592965.0,-2768595.0
32636,-0.5344513,592995.0,-2768595.0
32636,-0.54016584,593025.0,-2768595.0
32636,-0.5476908,593055.0,-2768595.0
32636,-0.5499527,593085.0,-2768595.0
32636,-0.55062383,593115.0,-2768595.0
32636,-0.5460995,593145.0,-2768595.0
32636,-0.53726584,593175.0,-2768595.0
32636,-0.530248,593205.0,-2768595.0
32636,-0.52520525,593235.0,-2768595.0
32636,-0.5265918,593265.0,-2768595.0
32636,-0.5349072,593295.0,-2768595.0
32636,-0.54266334,593325.0,-2768595.0
32636,-0.54679716,593355.0,-2768595.0
32636,-0.54499686,593385.0,-2768595.0
32636,-0.5427839,593415.0,-2768595.0
32636,-0.5432801,593445.0,-2768595.0
32636,-0.5394108,593475.0,-2768595.0
32636,-0.5387581,593505.0,-2768595.0
32636,-0.5385841,593535.0,-2768595.0
32636,-0.53041023,593565.0,-2768595.0
32636,-0.51761186,593595.0,-2768595.0
32636,-0.5086739,593625.0,-2768595.0
32636,-0.5194808,593655.0,-2768595.0
32636,-0.5306383,593685.0,-2768595.0
32636,-0.53464776,593715.0,-2768595.0
32636,-0.52584875,593745.0,-2768595.0
32636,-0.5241304,593775.0,-2768595.0
32636,-0.53135496,593805.0,-2768595.0
32636,-0.5372798,593835.0,-2768595.0
32636,-0.5387838,593865.0,-2768595.0
32636,-0.53979814,593895.0,-2768595.0
32636,-0.54297984,593925.0,-2768595.0
32636,-0.54465806,593955.0,-2768595.0
32636,-0.5446378,593985.0,-2768595.0
32636,-0.54401606,594015.0,-2768595.0
32636,-0.54311854,594045.0,-2768595.0
32636,-0.54358155,594075.0,-2768595.0
32636,-0.5391667,594105.0,-2768595.0
32636,-0.5267091,594135.0,-2768595.0
32636,-0.5199206,594165.0,-2768595.0
32636,-0.5236824,594195.0,-2768595.0
32636,-0.53058666,594225.0,-2768595.0
32636,-0.53729016,594255.0,-2768595.0
32636,-0.54220575,594285.0,-2768595.0
32636,-0.54166377,594315.0,-2768595.0
32636,-0.53789705,594345.0,-2768595.0
32636,-0.53758425,594375.0,-2768595.0
32636,-0.5360071,594405.0,-2768595.0
32636,-0.5269929,594435.0,-2768595.0
32636,-0.52403075,594465.0,-2768595.0
32636,-0.5349849,594495.0,-2768595.0
32636,-0.54062355,594525.0,-2768595.0
32636,-0.5409344,594555.0,-2768595.0
32636,-0.5470397,594585.0,-2768595.0
32636,-0.55855334,594615.0,-2768595.0
32636,-0.55357057,594645.0,-2768595.0
32636,-0.5395542,594675.0,-2768595.0
32636,-0.5094923,594705.0,-2768595.0
32636,-0.47101915,594735.0,-2768595.0
32636,-0.45004955,594765.0,-2768595.0
32636,-0.42761812,594795.0,-2768595.0
32636,-0.43411857,594825.0,-2768595.0
32636,-0.49211773,594855.0,-2768595.0
32636,-0.5290338,594885.0,-2768595.0
32636,-0.5381775,594915.0,-2768595.0
32636,-0.5340884,594945.0,-2768595.0
32636,-0.52617687,594975.0,-2768595.0
32636,-0.517165,595005.0,-2768595.0
32636,-0.51123214,595035.0,-2768595.0
32636,-0.5133215,595065.0,-2768595.0
32636,-0.50892544,595095.0,-2768595.0
32636,-0.5084206,595125.0,-2768595.0
32636,-0.5166251,595155.0,-2768595.0
32636,-0.52371085,595185.0,-2768595.0
32636,-0.5292705,595215.0,-2768595.0
32636,-0.53478956,595245.0,-2768595.0
32636,-0.5386566,595275.0,-2768595.0
32636,-0.53835905,595305.0,-2768595.0
32636,-0.53071755,595335.0,-2768595.0
32636,-0.5198747,595365.0,-2768595.0
32636,-0.51426834,595395.0,-2768595.0
32636,-0.51232785,595425.0,-2768595.0
32636,-0.5200608,595455.0,-2768595.0
32636,-0.5248582,595485.0,-2768595.0
32636,-0.5201095,595515.0,-2768595.0
32636,-0.506734,595545.0,-2768595.0
32636,-0.505471,595575.0,-2768595.0
32636,-0.5129547,595605.0,-2768595.0
32636,-0.51967824,595635.0,-2768595.0
32636,-0.52784806,595665.0,-2768595.0
32636,-0.52850413,595695.0,-2768595.0
32636,-0.52293134,595725.0,-2768595.0
32636,-0.52705294,595755.0,-2768595.0
32636,-0.53189087,595785.0,-2768595.0
32636,-0.5365408,595815.0,-2768595.0
32636,-0.5406395,595845.0,-2768595.0
32636,-0.5383095,595875.0,-2768595.0
32636,-0.53686774,595905.0,-2768595.0
32636,-0.53124064,595935.0,-2768595.0
32636,-0.5064867,595965.0,-2768595.0
32636,-0.49338925,595995.0,-2768595.0
32636,-0.5192784,596025.0,-2768595.0
32636,-0.53258264,596055.0,-2768595.0
32636,-0.5290943,596085.0,-2768595.0
32636,-0.5259049,596115.0,-2768595.0
32636,-0.5179051,596145.0,-2768595.0
32636,-0.51577616,596175.0,-2768595.0
32636,-0.5255249,596205.0,-2768595.0
32636,-0.5301463,596235.0,-2768595.0
32636,-0.52439576,596265.0,-2768595.0
32636,-0.5088515,596295.0,-2768595.0
32636,-0.5077627,596325.0,-2768595.0
32636,-0.5144072,596355.0,-2768595.0
32636,-0.50692844,596385.0,-2768595.0
32636,-0.5124076,596415.0,-2768595.0
32636,-0.51946306,596445.0,-2768595.0
32636,-0.4944001,596475.0,-2768595.0
32636,-0.48372254,596505.0,-2768595.0
32636,-0.5364853,592455.0,-2768625.0
32636,-0.54332674,592485.0,-2768625.0
32636,-0.548304,592515.0,-2768625.0
32636,-0.5528015,592545.0,-2768625.0
32636,-0.5487083,592575.0,-2768625.0
32636,-0.54220074,592605.0,-2768625.0
32636,-0.5392319,592635.0,-2768625.0
32636,-0.5419781,592665.0,-2768625.0
32636,-0.54916406,592695.0,-2768625.0
32636,-0.5519796,592725.0,-2768625.0
32636,-0.5540494,592755.0,-2768625.0
32636,-0.5511599,592785.0,-2768625.0
32636,-0.5423493,592815.0,-2768625.0
32636,-0.53439426,592845.0,-2768625.0
32636,-0.5345838,592875.0,-2768625.0
32636,-0.536523,592905.0,-2768625.0
32636,-0.5468882,592935.0,-2768625.0
32636,-0.5580456,592965.0,-2768625.0
32636,-0.55175287,592995.0,-2768625.0
32636,-0.54573786,593025.0,-2768625.0
32636,-0.5435045,593055.0,-2768625.0
32636,-0.5427671,593085.0,-2768625.0
32636,-0.5484881,593115.0,-2768625.0
32636,-0.5480325,593145.0,-2768625.0
32636,-0.5386288,593175.0,-2768625.0
32636,-0.5275222,593205.0,-2768625.0
32636,-0.5282227,593235.0,-2768625.0
32636,-0.52383035,593265.0,-2768625.0
32636,-0.52736735,593295.0,-2768625.0
32636,-0.5379278,593325.0,-2768625.0
32636,-0.5468859,593355.0,-2768625.0
32636,-0.5498769,593385.0,-2768625.0
32636,-0.5474359,593415.0,-2768625.0
32636,-0.5475545,593445.0,-2768625.0
32636,-0.54470825,593475.0,-2768625.0
32636,-0.5402038,593505.0,-2768625.0
32636,-0.5374877,593535.0,-2768625.0
32636,-0.5303238,593565.0,-2768625.0
32636,-0.5227179,593595.0,-2768625.0
32636,-0.510643,593625.0,-2768625.0
32636,-0.4980955,593655.0,-2768625.0
32636,-0.51524234,593685.0,-2768625.0
32636,-0.52973074,593715.0,-2768625.0
32636,-0.5238219,593745.0,-2768625.0
32636,-0.5222178,593775.0,-2768625.0
32636,-0.53251845,593805.0,-2768625.0
32636,-0.5345619,593835.0,-2768625.0
32636,-0.52855253,593865.0,-2768625.0
32636,-0.53577584,593895.0,-2768625.0
32636,-0.54470026,593925.0,-2768625.0
32636,-0.54693204,593955.0,-2768625.0
32636,-0.5433861,593985.0,-2768625.0
32636,-0.54106665,594015.0,-2768625.0
32636,-0.5430288,594045.0,-2768625.0
32636,-0.54705405,594075.0,-2768625.0
32636,-0.54801863,594105.0,-2768625.0
32636,-0.54050016,594135.0,-2768625.0
32636,-0.52700686,594165.0,-2768625.0
32636,-0.5247749,594195.0,-2768625.0
32636,-0.53365016,594225.0,-2768625.0
32636,-0.5398019,594255.0,-2768625.0
32636,-0.542224,594285.0,-2768625.0
32636,-0.5411593,594315.0,-2768625.0
32636,-0.5382515,594345.0,-2768625.0
32636,-0.5369078,594375.0,-2768625.0
32636,-0.5346475,594405.0,-2768625.0
32636,-0.5312714,594435.0,-2768625.0
32636,-0.5313722,594465.0,-2768625.0
32636,-0.537529,594495.0,-2768625.0
32636,-0.547144,594525.0,-2768625.0
32636,-0.54332155,594555.0,-2768625.0
32636,-0.54675335,594585.0,-2768625.0
32636,-0.55521137,594615.0,-2768625.0
32636,-0.5368372,594645.0,-2768625.0
32636,-0.472457,594675.0,-2768625.0
32636,-0.3704722,594705.0,-2768625.0
32636,-0.27136773,594735.0,-2768625.0
32636,-0.23196717,594765.0,-2768625.0
32636,-0.22968541,594795.0,-2768625.0
32636,-0.30416125,594825.0,-2768625.0
32636,-0.43745306,594855.0,-2768625.0
32636,-0.5136428,594885.0,-2768625.0
32636,-0.5398972,594915.0,-2768625.0
32636,-0.54372436,594945.0,-2768625.0
32636,-0.52876556,594975.0,-2768625.0
32636,-0.52063763,595005.0,-2768625.0
32636,-0.51479715,595035.0,-2768625.0
32636,-0.5133101,595065.0,-2768625.0
32636,-0.5119321,595095.0,-2768625.0
32636,-0.50984657,595125.0,-2768625.0
32636,-0.5159284,595155.0,-2768625.0
